image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,n_HistANG,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth_HistANG,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,texture_mean_asmmean.,texture_mean_contrastmean.,texture_mean_correlationmean.,texture_mean_dissimilaritymean.,texture_mean_glcmmeanmean.,texture_mean_glcmvariancemean.,texture_mean_homogeneitymean.,texture_median_asmmean.,texture_median_contrastmean.,texture_median_correlationmean.,texture_median_dissimilaritymean.,texture_median_glcmmeanmean.,texture_median_glcmvariancemean.,texture_median_homogeneitymean.,texture_std_asmmean.,texture_std_contrastmean.,texture_std_correlationmean.,texture_std_dissimilaritymean.,texture_std_glcmmeanmean.,texture_std_glcmvariancemean.,texture_std_homogeneitymean.,concentration,type,roi,texture3d_mean_autoc,texture3d_mean_corrm,texture3d_mean_corrp,texture3d_mean_cprom,texture3d_mean_cshad,texture3d_mean_denth,texture3d_mean_dissi,texture3d_mean_dvarh,texture3d_mean_energ,texture3d_mean_entro,texture3d_mean_homom,texture3d_mean_homop,texture3d_mean_idmnc,texture3d_mean_indnc,texture3d_mean_inf1h,texture3d_mean_inf2h,texture3d_mean_maxpr,texture3d_mean_savgh,texture3d_mean_senth,texture3d_mean_sosvh,texture3d_mean_svarh,texture3d_median_autoc,texture3d_median_corrm,texture3d_median_corrp,texture3d_median_cprom,texture3d_median_cshad,texture3d_median_denth,texture3d_median_dissi,texture3d_median_dvarh,texture3d_median_energ,texture3d_median_entro,texture3d_median_homom,texture3d_median_homop,texture3d_median_idmnc,texture3d_median_indnc,texture3d_median_inf1h,texture3d_median_inf2h,texture3d_median_maxpr,texture3d_median_savgh,texture3d_median_senth,texture3d_median_sosvh,texture3d_median_svarh,texture3d_std_autoc,texture3d_std_contr,texture3d_std_corrm,texture3d_std_corrp,texture3d_std_cprom,texture3d_std_cshad,texture3d_std_denth,texture3d_std_dissi,texture3d_std_energ,texture3d_std_entro,texture3d_std_homom,texture3d_std_homop,texture3d_std_idmnc,texture3d_std_indnc,texture3d_std_inf1h,texture3d_std_inf2h,texture3d_std_maxpr,texture3d_std_savgh,texture3d_std_senth,texture3d_std_sosvh,texture3d_std_svarh,distance3d,neighbor3d,bin_num3d
appliedMASKiso_flu_1mgml_roi3_8bit.ome,2,73.14155926,61.37759259,0.906672963,3.335666667,55.491,47.567,0.91781,3.1044,27,59.79427786,39.60459612,0.033532852,0.910872556,2,4151,29.5762,3520,101,34.8515,15,1.2652,0.0146,0.1312,0.1727,131072,0.579626203,1814.778198,0.423683763,17.85343742,20.05174637,1769.318115,0.756522954,0.581988335,1756.127197,0.430102468,17.29202271,17.36484146,1633.858765,0.770400941,0.201432243,865.8692627,0.162447035,8.585788727,12.96906281,977.7014771,0.135502279,1mgml,flu,roi3,4347.094775,54380.02097,33240.29614,410.3082482,65311.29232,62313.358,4561.635425,2777.259532,1799.072385,62089.34722,5454.412249,5450.91758,5026.516345,5105.77661,58114.17551,1842.585294,5702.586234,4757.87106,62199.85526,8183.068847,722.076044,1314,65532,32671,20,65535,65075,1844,1005,278,64933,1981,1984,1679,1735,58095,138,2470,1516,65014,3522,65,6198.176234,3898.05488,15648.53268,3587.966869,1531.895827,1180.23287,5345.64185,6002.14962,3168.844114,5449.583446,7107.356604,7095.591365,6799.351808,6857.47759,125.5179577,4155.745457,6913.226866,6597.129793,5403.271868,9613.795183,1926.297426,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,3,64.19766071,57.88957143,0.908403929,4.032896429,39.241,50.6755,0.926225,3.9506,28,60.27727935,24.73091547,0.066106086,0.976219826,3,4441,27.5143,3695,110,33.5909,21,1.2812,0.0145,0.1547,0.2308,131072,0.526846468,2017.756836,0.398655862,20.21717072,22.17812157,1848.301392,0.721254766,0.53062582,2004.86792,0.414357901,20.09790039,20.01033401,1811.978882,0.736519158,0.194632635,784.992981,0.150258914,8.012067795,13.00863647,888.5945435,0.135656863,1mgml,flu,roi3,4706.933247,56515.28692,33185.86801,461.5838802,65261.67346,61787.74586,4808.358992,2887.556621,2304.416048,61475.89621,6035.763203,6034.741764,5515.320625,5611.1306,58109.56728,1966.426125,6447.627551,5187.652601,61628.35408,8529.592066,966.0410076,1360,65534,32656,36,65535,64962,1982,1077,275,64796,2093,2098,1749,1814,58095,138,2652,1575,64887,3649,77,6687.378189,3920.154056,14268.82285,3755.992296,1353.758554,1180.513164,6113.603458,6140.012983,4232.922293,6368.898527,7935.049191,7927.435164,7502.179354,7583.118408,62.74596344,4109.022971,7958.619655,7203.17304,6250.983998,9906.670688,2367.897425,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,4,76.20541765,58.41997059,0.913849412,3.927758824,59.3555,50.3455,0.92065,3.8074,34,60.45772963,26.90259008,0.042413051,0.743419192,4,4378,27.939,3647,114,31.9912,22,1.2955,0.0154,0.1695,0.2216,131072,0.483782172,2183.481201,0.389544398,22.10735321,24.34817314,1926.161499,0.690063894,0.465565205,2186.602295,0.412826151,22.15784645,23.66302681,2035.170044,0.693482041,0.201711059,844.2523193,0.144246489,8.653331757,13.40871334,841.5341797,0.145110548,1mgml,flu,roi3,5169.679174,57289.2282,33020.88588,499.2744545,65216.60548,61284.73689,4828.928388,2915.971934,2836.341801,60888.90856,6717.711832,6716.911128,6100.246559,6213.218593,58106.97366,1779.217306,7323.499273,5717.337959,61077.70904,9091.685903,1155.097283,1524,65534,32647,53,65535,64856,1899,1034,305,64667,2333,2338,1958,2029,58094,138,2973,1763,64769,4054,103,7213.843848,4165.895348,13942.50467,3744.737788,1514.970778,1311.931661,6772.497473,6449.713682,5023.071787,7133.740243,8674.095463,8665.63841,8150.108662,8246.865371,97.30119985,4078.487231,8898.65254,7796.076385,6974.819597,10271.96807,2658.41926,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,5,79.570044,59.9014,0.9017668,3.664616,50.599,53.79,0.92062,3.4308,25,63.09318124,27.74900216,0.057199512,0.835633593,5,3948,31.1998,3277,82,39.9634,23,1.2477,0.0287,0.133,0.241,131072,0.538605988,2076.670898,0.390950382,20.34942818,21.54235649,1847.456543,0.728992045,0.517506063,2087.759521,0.396432608,20.52781487,20.91236496,1905.861816,0.7285043,0.203076199,931.2012939,0.14712207,9.161291122,12.32601452,906.699646,0.136679098,1mgml,flu,roi3,4956.07799,56133.0379,33081.35442,379.8566698,65298.91061,61710.93747,4819.506709,2992.430254,2191.884689,61439.20932,6241.03862,6235.137588,5740.05822,5832.376378,58109.16187,2296.483903,6608.509865,5427.74064,61567.13932,9153.650143,790.3485489,1529,65534,32654,33,65535,64891,1872,1034,273,64723,2299,2304,1955,2014,58093,138,2858,1763,64813,4093,60,7086.642736,4640.929179,14563.3098,3448.619547,1207.61172,1078.641683,6286.510531,6806.394628,3966.432699,6452.364622,8133.449263,8114.779281,7766.211318,7834.518586,124.2112211,5330.969072,8036.386051,7532.834446,6387.616234,10574.1965,2008.018583,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,6,78.96331786,58.76942857,0.899225714,3.578207143,60.8225,42.684,0.918165,3.4502,28,60.21305394,42.47370588,0.046464766,0.759393187,6,4294,28.5247,3521,101,34.8614,29,1.276,0.0241,0.1382,0.1988,131072,0.509150743,2215.933594,0.367475092,21.88820648,23.03161812,1907.438721,0.707060397,0.479733199,2290.662842,0.37419191,22.59671593,22.53846169,1983.353027,0.70271641,0.21447365,974.5041504,0.145194843,9.660226822,13.15237713,953.1814575,0.145902947,1mgml,flu,roi3,5120.661147,56504.83102,32979.18967,358.3526204,65297.65691,61487.80954,4735.318586,2927.78008,2347.387817,61175.57427,6520.138074,6515.375492,5967.594252,6069.020208,58108.09007,1829.589206,6977.289205,5626.157668,61324.69606,9402.055685,766.4062001,1708,65534,32645,31,65535,64770,1844,1034,305,64594,2530,2536,2164,2226.5,58092,138,3087,1960,64686,4547,56,7283.479214,4660.79681,14020.57442,3453.243764,1206.873127,1099.068371,6565.36161,6853.870622,4208.887918,6765.327785,8436.915559,8418.974472,8014.66647,8092.436198,145.9709953,4491.409235,8450.368453,7756.847725,6675.952472,10600.25526,1788.741686,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,7,83.27192632,52.77171053,0.900356316,3.724092105,66.2,41.788,0.91477,3.697,38,66.47756582,26.02983097,0.055779685,0.893990474,7,4478,27.2704,3719,114,32.6228,29,1.2887,0.0229,0.1602,0.1954,131072,0.46520552,2333.604248,0.349029928,23.58953285,25.42809677,1952.966797,0.673110008,0.437237918,2459.483887,0.35914439,24.77762985,24.12865829,2006.636719,0.672848284,0.224422738,954.3882446,0.143245578,9.763280869,14.7985878,952.6990356,0.159944087,1mgml,flu,roi3,5476.059596,58744.0415,33039.73352,599.9806155,65167.00717,60935.21406,4680.229844,2865.236909,2953.807246,60512.09644,7136.254634,7134.457412,6457.710716,6581.316478,58103.10475,1892.503455,7831.128437,6052.425738,60718.44088,9641.036043,1083.956084,1951,65534,32642,33,65535,64531,1844,1020,369,64325,2899,2906,2469,2544.5,58091,138,3521,2236,64431,5140,60,7812.996905,4704.199268,12475.09331,3578.166362,1995.793984,1730.839039,7425.906712,7055.310724,5428.011313,7753.040301,9245.738,9230.346774,8691.804268,8792.839298,120.7145657,4181.612496,9473.371029,8367.625382,7592.629344,10389.29796,2740.803683,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,8,65.1746,52.40375862,0.921295862,3.864603448,47.603,46.204,0.92355,3.8743,29,57.02928744,21.78568543,0.027985884,0.997483777,8,4532,26.9217,3745,109,34.3578,26,1.2788,0.0118,0.1393,0.203,131072,0.509935856,2153.835693,0.359254658,21.50442505,23.31474304,1872.111572,0.705532014,0.490024924,2232.522461,0.370400101,22.18396568,21.47231483,1887.004395,0.709667921,0.223776743,929.819458,0.150525734,9.426525116,14.81072426,1001.033264,0.155392379,1mgml,flu,roi3,5450.313617,58418.41531,33013.1291,620.3541995,65159.43828,61040.08459,4830.739102,2936.680411,2595.328461,60682.02169,6987.451129,6985.02121,6373.964932,6486.528821,58104.38729,2108.147642,7499.06131,5999.144358,60858.60117,9692.398527,1010.971765,2073.5,65534,32633,22,65535,64435,1954,1077,382,64224,3053,3060,2622,2700,58091,138,3704,2376,64331,5449,52,7860.467545,4748.222668,12318.44097,3515.964079,2058.988551,1808.141716,7379.143524,7255.134323,4929.743886,7579.734202,9068.576833,9052.282384,8632.190669,8713.922481,48.28531521,4497.21611,8904.643466,8366.689133,7472.957079,10340.99805,2825.896934,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,9,79.95809231,57.74303846,0.901993077,3.76645,53.2475,44.4695,0.904415,3.76005,26,68.10394582,32.7033265,0.05096027,0.988210629,9,3927,31.3774,3285,89,36.9101,32,1.2483,0.0149,0.1305,0.2275,131072,0.536839843,2005.307007,0.372778654,19.99837303,22.27312279,1816.654541,0.724169314,0.526720166,2092.215088,0.400188059,20.76358795,19.48403168,1766.594727,0.733971894,0.224859565,894.348877,0.160653815,9.096549988,15.25980186,1029.597168,0.155216232,1mgml,flu,roi3,5587.406128,58649.6392,32924.92404,614.3913553,65140.79393,60898.87703,4922.737817,2983.452186,2588.458945,60548.61231,7129.613645,7127.220317,6522.420009,6634.200693,58103.5668,2011.36426,7601.101352,6144.95299,60720.95398,9896.668315,1027.902091,2286,65534,32609,19,65535,64240,2009,1120,443,63998,3362,3370,2888,2975,58091,138,4070,2619,64119,5939,54,7950.212805,4776.595598,11602.14362,3470.465768,1935.099448,1812.957889,7509.735071,7338.815687,4942.469418,7680.918335,9118.033881,9101.40151,8719.620777,8795.435677,51.46415954,4288.936718,8824.463445,8460.039328,7588.382463,10263.46979,2952.287579,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,10,60.52765714,62.5892381,0.906436667,3.841914286,49.514,59.395,0.922,3.8767,21,57.14961589,34.82046664,0.04204396,0.857838216,10,3944,31.2335,3312,81,40.8889,24,1.252,0.0114,0.117,0.2211,131072,0.575024664,1863.968994,0.377931625,18.39480591,20.46547508,1735.769287,0.749857426,0.584500909,1856.780762,0.411303908,18.23104477,16.92324638,1590.07605,0.771343708,0.221950918,895.3143921,0.170646518,9.010235786,15.1504364,1071.099976,0.151949704,1mgml,flu,roi3,5530.537468,58757.67928,32973.1749,526.624382,65184.10888,60970.14037,4844.791186,2945.886379,2461.511533,60629.44114,7039.36592,7035.924316,6448.594437,6557.37863,58102.984,2169.512697,7494.591326,6078.899746,60793.49969,9936.457339,882.2584723,2359,65534,32610,17,65535,64133,1982,1106,484,63869,3499,3501,2985,3078,58091,138,4276,2707,64003,6099.5,53,7787.215797,4754.899337,11294.06336,3452.118572,1980.572786,1767.698966,7260.081479,7295.126695,4665.028791,7389.208819,8827.399661,8806.920179,8478.071748,8544.71636,48.58563423,4877.670748,8489.428133,8253.85891,7325.621652,10214.36749,2606.03867,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,11,65.877376,61.20772,0.9111596,3.787468,47.726,48.569,0.9183,3.4603,25,63.05860862,30.61362685,0.047493299,1.070766611,11,4421,27.6478,3710,111,33.4234,25,1.283,0.0079,0.1444,0.2271,131072,0.530901492,2031.400391,0.345610887,20.52777672,21.67502594,1754.019043,0.721164584,0.542252541,2006.531982,0.363298923,20.21753311,18.1137352,1625.284302,0.744060636,0.20874466,818.6921997,0.16709584,8.447869301,14.67976093,955.4325562,0.148500085,1mgml,flu,roi3,5735.21959,60717.47727,32820.84303,631.3442178,65127.9262,60651.12347,4530.217054,2735.578592,2806.876231,60213.37648,7479.505254,7478.895668,6773.489047,6902.363886,58098.36827,2148.475393,8170.214619,6345.098238,60425.64079,10207.99428,1003.598134,2626,65535,32581,17,65534,63877,1789,991,574,63561,3928,3937,3343,3449,58090,138,4825,3021,63717.5,6708,54,7850.819163,4458.477136,9954.127845,3609.775644,2731.587664,2199.505854,7576.759137,6920.860602,5321.993332,7830.85174,9162.463991,9147.246696,8685.3554,8774.38446,88.60422037,4205.49975,9081.385268,8390.201981,7700.693405,10009.27479,3166.682518,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,12,77.09960357,57.36017857,0.90708,3.598657143,68.0635,44.7165,0.92162,3.59605,28,60.70147244,26.57233536,0.041478789,0.91536959,12,4631,26.3034,3943,111,35.5225,21,1.2862,0.0156,0.1645,0.2223,131072,0.501711011,2145.936768,0.324326366,21.95645332,22.03798676,1731.156616,0.703053355,0.505667686,2194.915039,0.322500944,22.30312538,19.03052902,1640.645752,0.719363749,0.193131283,751.1124878,0.14963229,7.866296768,13.23690224,812.7697754,0.138973832,1mgml,flu,roi3,5876.284439,61465.73103,32752.28908,616.2949415,65115.93487,60410.56634,4254.820169,2547.713139,3130.292082,59876.77431,7833.288115,7835.435978,7027.281358,7173.576183,58097.01129,2178.959703,8752.05032,6543.542155,60133.50788,10431.61999,1102.901502,2853,65535,32568,17,65534,63635,1596,862,670,63272,4306,4307,3645,3760,58090,138,5328,3286,63452,7212,52,7802.379194,4219.520854,9339.464534,3410.137442,2312.584224,2085.74751,7775.367473,6636.45669,6023.41126,8168.766702,9364.178526,9353.380262,8799.494967,8903.96787,52.49493073,4658.487802,9531.344838,8426.47832,7983.365997,9775.063885,3572.752737,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,13,53.76020952,56.98652381,0.905794762,3.858114286,35.134,44.984,0.91786,3.7428,21,51.91057141,29.62521431,0.051620111,0.776189966,13,4385,27.8912,3708,111,33.4054,22,1.2794,0.0107,0.1398,0.1991,131072,0.557608426,1963.315063,0.344164073,19.63333702,19.36566925,1651.295532,0.743142784,0.556092799,1963.464111,0.353675187,19.56939507,17.5493679,1597.443848,0.752974212,0.186620042,775.5779419,0.155974507,7.87989378,11.6436758,844.315918,0.125493824,1mgml,flu,roi3,5670.606847,60326.84357,32764.47736,455.7794904,65207.79735,60752.68182,4357.791215,2629.406308,2619.39604,60325.58389,7397.786392,7397.166141,6701.264467,6828.435711,58098.84036,1925.353956,8061.978419,6276.670985,60530.87593,10281.50891,848.6379915,2632,65535,32569,19,65534,63874,1596,876,540,63563,3920,3920,3343,3446,58090,138,4779,3026,63718,6740,43,7553.746361,4273.13623,10079.89643,3302.403477,1822.232038,1658.59496,7265.668813,6664.480739,4962.750953,7518.993528,8850.275439,8835.387925,8400.765106,8484.833054,140.4372704,4294.062724,8739.594291,8101.157274,7401.147634,9929.297631,2673.141555,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,14,61.08706842,63.43473684,0.915183158,3.697531579,48.366,40.896,0.91931,3.5656,19,60.47211752,47.7343757,0.039778941,0.76402123,14,3617,34.238,2986,103,28.9903,13,1.2257,0.0201,0.121,0.1733,131072,0.589702368,1852.070557,0.37406674,18.15909004,18.40242958,1660.907715,0.764875233,0.576365292,1887.432861,0.378245324,18.54296684,17.73836899,1666.054688,0.765806735,0.186283171,823.9371948,0.170965314,8.136230469,11.01694679,891.2817383,0.119754732,1mgml,flu,roi3,5580.663493,59584.36121,32786.97808,439.5525897,65225.66338,60953.33691,4554.832622,2762.611328,2308.683798,60611.52763,7108.819648,7105.467187,6511.869011,6621.805228,58099.96141,1995.311229,7569.45517,6137.188356,60771.37558,10252.70152,748.010555,2526,65534,32589,19,65534,63965,1651,905,495,63686,3717,3722,3191,3285,58090,138,4505,2894,63822,6475,42,7417.530192,4381.001491,10367.3402,3284.577304,1912.182199,1674.61495,6931.489417,6801.535254,4280.691988,7068.301346,8453.470727,8435.664017,8124.051959,8187.254087,108.4632323,4356.857169,8116.091497,7892.389817,7010.396024,10060.38662,2518.430261,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,15,79.1556324,66.30044,0.9167436,3.789364,68.552,46.563,0.91554,3.6119,25,60.03170459,40.06826524,0.040439146,0.896211266,15,4212,29.1189,3503,104,33.6827,29,1.2603,0.0202,0.1403,0.1337,131072,0.537935555,2014.014893,0.376257241,20.10372925,21.36738968,1801.753296,0.728469133,0.521541953,2041.028564,0.376269996,20.33999634,21.27238464,1922.447388,0.731195211,0.202030197,871.3217163,0.17811799,8.714076042,12.66691589,899.8604126,0.135477006,1mgml,flu,roi3,5792.278152,60497.01366,32748.02001,449.7650059,65203.6412,60643.99059,4511.482064,2660.4587,2605.405022,60219.63869,7517.542543,7518.960268,6846.494556,6969.958276,58097.56657,2160.706309,8103.094545,6414.23113,60419.91965,10513.62857,861.4036404,2722,65535,32581,22,65534,63798,1762,977,542,63492,3997,3999,3438,3537,58090,138,4779,3119,63641,6943,48,7423.862671,3942.852968,9634.790241,3326.255629,1872.681178,1698.174429,7222.681581,6389.138028,4852.67573,7529.600503,8786.176082,8778.79753,8343.537224,8427.613815,113.14241,4534.658012,8670.935203,8009.096056,7389.682942,9862.103714,2744.759371,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,16,78.49079259,60.94,0.901730741,3.753511111,68.962,49.06,0.91226,3.6717,27,57.78014297,31.13251177,0.067849354,0.937958074,16,5031,24.0531,4242,108,39.2778,39,1.3078,0.0224,0.1649,0.1233,131072,0.487646699,2182.464844,0.362942547,22.10111618,24.16050148,1887.28833,0.691120386,0.46810016,2162.583984,0.359875768,21.99208069,23.08536339,2005.978271,0.694454908,0.212281629,906.4753418,0.172835037,9.171021461,14.25602818,888.4812622,0.15143235,1mgml,flu,roi3,6077.284903,61739.5979,32615.02558,515.6547355,65148.75761,60253.50222,4406.880276,2581.956932,3112.044052,59725.96642,8048.449509,8052.272014,7258.86867,7403.062136,58095.56519,2113.150902,8891.694218,6765.082792,59976.8161,10868.01401,1029.826819,2963,65535,32567,22,65534,63603,1927,1048,610,63279,4346,4350,3735,3849,58089,138,5191,3391,63432,7501,57,7564.884681,3705.437877,8792.168067,3347.265356,2052.358297,1891.443468,7636.945795,6043.564181,5876.838766,8129.107097,9275.890978,9272.976218,8662.727706,8776.241888,42.13608621,4211.540014,9614.29185,8237.261422,7899.035795,9787.345381,3224.757477,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,17,93.02273167,49.32719048,0.909125952,3.678788095,90.272,43.42,0.91372,3.44,42,59.99978578,18.84760511,0.039681846,1.129117246,17,5326,22.61,4478,121,37.0083,33,1.33,0.0203,0.181,0.1484,131072,0.453699499,2345.630127,0.342540473,23.90919876,26.07211685,1942.323853,0.663706064,0.44993484,2314.140625,0.333941519,23.61730576,23.28795624,1954.888794,0.68079257,0.215266347,905.9299316,0.157687172,9.301059723,15.44793987,892.7838135,0.162293375,1mgml,flu,roi3,6308.627322,62328.74886,32539.63058,577.4128996,65105.36549,59986.41875,4352.769886,2538.462699,3358.209762,59405.87261,8420.678361,8425.623191,7561.655327,7718.061009,58094.1694,2051.977204,9381.458959,7034.745509,59682.93103,11210.32591,1092.262816,3266,65535,32551,20,65534,63340,1927,1063,705,62981,4783,4788,4115,4236,58089,138,5717,3741,63153,8204,58,7684.07845,3657.247176,8264.556195,3289.389649,2351.764159,2071.70738,7854.294963,6044.125907,6265.091967,8395.679835,9480.711708,9478.681844,8822.004086,8943.204945,85.20681528,4292.247178,9914.327975,8378.04542,8142.810795,9696.792015,3340.962936,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,18,89.93316071,58.69989286,0.916429286,3.913085714,81.9115,45.1145,0.936235,3.73075,28,65.29420759,31.21275957,0.05941755,1.094584827,18,5223,23.0953,4414,132,33.4394,31,1.3231,0.029,0.1869,0.1595,131072,0.439138591,2415.888428,0.336112499,24.7005024,27.15092087,1981.671509,0.651081502,0.434758157,2377.528564,0.323662877,24.24407387,24.10149956,1987.12439,0.670842886,0.220882431,934.1586304,0.155646697,9.637559891,16.22628593,916.7719727,0.169537604,1mgml,flu,roi3,6519.017752,62365.4602,32582.88583,591.4530557,65074.05284,59779.29565,4450.233713,2597.004319,3459.085456,59183.92786,8681.862227,8686.850877,7808.740343,7967.917482,58093.98962,2059.133873,9635.551054,7267.662827,59466.02724,11480.49931,1132.283558,3506.5,65535,32571,18,65533,63141,1982,1092,786,62767,5086,5089,4405.5,4525,58088,138,6037,4004,62943,8711,63,7846.794184,3802.344538,8219.796777,3256.251989,2427.796824,2132.627537,8033.227562,6273.838818,6225.961044,8570.234573,9630.084543,9627.909911,8995.461125,9112.745304,42.33886825,4446.978178,9977.371726,8551.263091,8325.014813,9680.63155,3324.007925,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,19,99.31113143,54.77022857,0.908274857,3.563462857,122.01,47.123,0.91736,3.3794,35,63.90037584,22.98642529,0.038813726,0.955305749,19,5015,24.1362,4198,127,33.0551,16,1.3142,0.0241,0.1759,0.1804,131072,0.449406624,2406.645996,0.337978065,24.40570068,26.97031593,1988.199829,0.657340169,0.444328219,2379.074707,0.351464301,24.06338882,23.90258217,1997.608887,0.67791301,0.230047524,964.2076416,0.14898397,9.946125031,16.70573997,963.7080688,0.174246281,1mgml,flu,roi3,6525.611783,62408.01771,32738.653,518.0977487,65105.91908,59800.57595,4570.722142,2655.742593,3371.597287,59241.55291,8612.258156,8616.944965,7781.816479,7933.815557,58093.12834,1892.35309,9440.385643,7259.118344,59507.60141,11474.70631,1077.458904,3523.5,65535,32585,19,65533,63126,2147,1178,799,62759,5095,5105,4413,4536,58088,138,5991,4021,62931,8745.5,67,7912.261061,3782.386802,8092.661188,3218.605605,2089.736895,1925.783963,8052.538973,6295.837984,6038.390932,8551.267202,9645.70231,9644.355713,9031.4806,9145.694123,85.3607168,4060.598137,9861.87096,8603.921175,8315.243449,9746.222477,3024.517515,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,20,108.1531065,60.95467742,0.899056452,3.588129032,129.61,44.291,0.92017,3.5106,31,62.16688679,35.19856697,0.062471895,0.737671912,20,5082,23.7916,4304,129,33.3643,30,1.3185,0.0199,0.1718,0.2015,131072,0.446299344,2433.625732,0.350026131,24.54782677,27.49300766,2034.262939,0.654740751,0.425059438,2477.510254,0.367947549,24.86663246,25.53472137,2140.630859,0.664052725,0.238178551,1018.483215,0.141628876,10.42642307,16.74067116,983.1238403,0.176430747,1mgml,flu,roi3,6660.4307,61975.59991,32789.97446,459.8330466,65112.78459,59686.1095,4782.937091,2791.608126,3453.021079,59136.70509,8717.855053,8721.098987,7915.507698,8062.872701,58093.94449,1996.981809,9488.274343,7396.91193,59391.42001,11636.15303,1110.605987,3686,65535,32595,21,65532,63025,2450,1350,836,62689,5215,5218,4569,4689,58087,138,6014,4182,62847,9053,83,7976.673592,3864.969033,8391.267519,3432.269874,1543.800848,1732.275621,8101.917397,6373.739941,6100.217868,8609.163095,9708.707037,9706.166246,9107.937981,9219.879463,50.2068173,4156.313995,9937.648065,8675.684279,8379.357368,9898.94797,3024.383805,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,21,91.64401053,53.81642105,0.903085263,3.660615789,108.795,45.735,0.91781,3.4052,38,65.80333217,23.13770098,0.044723171,0.93336857,21,4669,26.073,3887,117,33.2222,13,1.2888,0.0248,0.1646,0.2173,131072,0.446343124,2465.356934,0.358234942,24.6483326,27.68864632,2072.689209,0.655096769,0.411115736,2597.073242,0.369010985,25.86083031,27.37761688,2314.007324,0.653252482,0.236814171,1029.629028,0.144117713,10.38803196,16.6157074,966.7814331,0.173902184,1mgml,flu,roi3,6695.79972,61144.37582,32840.59972,521.3617303,65084.74979,59708.9764,5019.870875,2916.681251,3346.444659,59209.17434,8647.341413,8650.258834,7908.324787,8045.110334,58094.83081,2608.475912,9244.09979,7413.580168,59439.59441,11687.84059,1151.972156,3618,65535,32608,24,65533,63128,2615,1451,791,62834,5077,5081,4465,4578,58087,138,5739,4097,62970,8971,92,8002.024445,3870.716044,9106.259528,3257.651289,2092.479173,2078.319178,8086.446498,6483.874019,5939.32493,8558.805834,9658.307746,9658.351402,9112.017844,9215.270376,105.3670716,5536.294182,9736.375498,8692.457754,8342.990197,10041.11205,3391.072977,D1,N8,t
appliedMASKiso_flu_1mgml_roi3_8bit.ome,22,111.997497,52.36921212,0.920052121,3.763021212,129.17,41.086,0.93768,3.524,33,60.7432764,27.81269087,0.045618887,1.003587101,22,4625,26.3401,3886,118,32.9322,25,1.2966,0.022,0.1541,0.2237,131072,0.4609887,2456.290283,0.365003914,24.28679085,27.04205132,2094.266846,0.666884005,0.438326359,2558.472168,0.364891678,25.02675247,26.21831894,2308.069336,0.67160213,0.229363307,1004.332214,0.145892203,10.067173,16.68144608,979.3272095,0.168702751,1mgml,flu,roi3,6727.169606,60400.89527,32730.96617,597.0262015,65072.89253,59784.56487,5173.537287,3030.008739,3178.213416,59336.45495,8584.035431,8584.739974,7891.175551,8019.967974,58096.4625,2265.151343,9066.591694,7422.128623,59539.26968,11838.51655,1093.830827,3570,65535,32595,29,65533,63202,2560,1436,762,62909,5009,5015,4411,4522,58087,138,5717,4047,63044,8900,82,8027.673576,4076.582384,9840.197964,3024.427512,3101.408169,2583.001313,7970.702149,6751.776388,5665.805243,8368.943023,9511.351005,9508.530777,9036.953606,9127.291596,122.8215557,4843.916607,9454.025405,8666.930028,8190.195684,10219.57672,3566.10485,D1,N8,t
