image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,fibercount,fibercount,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth,z_depth,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,timepoint,position
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s12,12,98.17999011,51.3081978,0.890954396,4.318384615,103.57,45.128,0.90833,4.1208,91.0,91.0,52.6146453,21.22789371,0.063321263,1.195845168,24.0,24.0,9087,26.8484,7307,474,15.4156,32,1.3231,0.0326,0.187,0.1382,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s13,13,95.56401667,51.54276389,0.885999583,4.323983333,94.6135,45.0785,0.899655,4.3585,72.0,72.0,51.43739329,19.93678137,0.066688258,1.264209896,26.0,26.0,7298,33.9201,5893,386,15.2668,30,1.2764,0.0211,0.1481,0.1589,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s14,14,89.0038134,49.22737113,0.889625052,4.520969072,88.898,43.943,0.90804,4.4074,97.0,97.0,50.82388409,16.36130631,0.074522807,1.297127518,28.0,28.0,8516,28.7826,6938,407,17.0467,34,1.3175,0.0216,0.1776,0.136,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s15,15,96.65516636,51.28362727,0.887952273,4.291810909,98.086,44.275,0.907715,4.20265,110.0,110.0,51.80467345,21.22749739,0.067586621,1.251119136,30.0,30.0,10262,23.5452,8432,474,17.789,42,1.3641,0.0231,0.2145,0.05362,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s16,16,81.55538197,51.6512377,0.890097377,4.183653279,75.715,42.751,0.90753,4.09225,122.0,122.0,55.52683335,25.08245545,0.070541254,1.084503108,32.0,32.0,10147,23.8347,8221,482,17.056,52,1.3669,0.0313,0.2268,0.09058,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s17,17,91.32372955,48.92538182,0.901953,4.327986364,87.25,42.1645,0.914325,3.95855,110.0,110.0,59.00626217,19.23714927,0.063766008,1.311911174,34.0,34.0,9646,25.1765,7939,483,16.4369,42,1.3468,0.0345,0.2212,0.09468,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s18,18,86.41446109,53.99596739,0.889832935,4.354048913,82.431,47.264,0.905725,4.02555,92.0,92.0,55.03074626,25.27214375,0.058658439,1.359102351,36.0,36.0,8328,29.4775,6799,377,18.0345,31,1.3115,0.0224,0.2028,0.06009,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s19,19,79.96562162,53.69244595,0.883422297,4.477863514,73.4445,46.7835,0.89818,4.33965,74.0,74.0,54.61645667,23.42400827,0.056339998,1.217479157,38.0,38.0,6864,36.1913,5535,267,20.7303,38,1.2887,0.0252,0.1611,0.1069,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s2,2,106.1976457,49.83327132,0.899084729,3.63605814,123.69,44.56,0.91433,3.5431,129.0,129.0,54.37635434,19.04066699,0.063170243,0.770952535,4.0,4.0,13476,17.4527,11009,537,20.5009,82,1.4243,0.026,0.2662,0.08644,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s20,20,89.54131477,49.87022727,0.877465568,3.907720455,90.774,43.935,0.895405,3.7912,88.0,88.0,57.97050546,18.64815141,0.065589445,1.049041895,40.0,40.0,12425,19.0982,10126,526,19.251,55,1.4001,0.0289,0.2782,0.02153,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s21,21,98.86578627,44.67054902,0.890273529,3.161007843,103.71,38.786,0.89632,3.0224,51.0,51.0,56.43029314,18.3134559,0.046316182,0.71239373,42.0,42.0,15533,14.8766,12589,721,17.4605,91,1.4659,0.0281,0.3958,0.003904,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s22,22,106.1216969,45.41859375,0.891995625,2.634965625,109.08,43.924,0.91126,2.5127,32.0,32.0,59.25551582,12.90758325,0.078634756,0.415032839,44.0,44.0,16355,14.0284,13276,710,18.6986,86,1.4754,0.0335,0.4072,0.02891,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s23,23,101.7996625,49.98703125,0.920358438,2.441753125,108.7,42.286,0.91226,2.43795,32.0,32.0,61.04792013,23.20170138,0.040948791,0.220240984,46.0,46.0,17357,13.1031,14239,811,17.5573,96,1.49,0.0294,0.4372,0.03099,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s24,24,81.43697273,39.89404545,0.918590909,2.451031818,52.359,35.6835,0.93442,2.4342,22.0,22.0,64.48121003,12.03563383,0.060457618,0.202690961,48.0,48.0,17293,13.159,14262,758,18.8153,90,1.4906,0.035,0.4392,0.03781,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s25,25,103.4622265,43.92014286,0.914218367,2.430071429,95.356,39.603,0.92804,2.3976,49.0,49.0,61.64736083,18.34921675,0.04367927,0.187814669,50.0,50.0,17424,13.045,14333,768,18.6628,94,1.4904,0.0343,0.4659,0.06254,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s26,26,94.9200963,44.39894444,0.925112407,2.4851,100.023,37.6575,0.93389,2.43465,54.0,54.0,70.15467805,15.76177521,0.046430273,0.231338364,52.0,52.0,17476,13.0003,14449,760,19.0118,86,1.4942,0.0349,0.4753,0.03804,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s27,27,86.64450435,43.57828261,0.92393913,2.49856087,88.7275,40.866,0.936525,2.48065,46.0,46.0,67.14225994,13.09706599,0.040722998,0.219795365,54.0,54.0,18053,12.5209,15002,740,20.273,114,1.5032,0.0341,0.4945,0.04158,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s28,28,95.05071633,41.63216327,0.915167347,2.494983673,97.125,38.02,0.92704,2.4777,49.0,49.0,71.70640888,9.908989148,0.058024453,0.247263366,56.0,56.0,17804,12.7239,14831,746,19.8807,126,1.4965,0.0335,0.5001,0.01963,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s3,3,104.1023828,49.45069403,0.891589851,3.628509701,122.455,44.431,0.90437,3.62245,134.0,134.0,55.73742886,19.031052,0.072332324,0.733089793,6.0,6.0,12919,18.2914,10513,510,20.6137,76,1.4072,0.0234,0.237,0.1118,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s4,4,95.80717405,52.87496183,0.890021374,3.611203053,104.53,46.396,0.90707,3.4737,131.0,131.0,54.88188841,20.71323031,0.062091941,0.760480472,8.0,8.0,13652,17.2019,11050,519,21.2909,93,1.4217,0.022,0.2581,0.06793,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s5,5,109.2249766,47.73044138,0.897390828,3.470110345,120.38,42.039,0.91048,3.4239,145.0,145.0,50.53947899,18.02890428,0.056271959,0.648815075,10.0,10.0,12867,18.3734,10412,505,20.6178,88,1.4075,0.0231,0.2345,0.1191,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s6,6,101.0291404,50.19565068,0.893034932,3.428387671,109.385,43.259,0.90752,3.29315,146.0,146.0,54.77485632,19.07369471,0.055315026,0.662876606,12.0,12.0,13358,17.6246,10840,527,20.5693,80,1.4157,0.0276,0.246,0.09877,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s7,7,111.2689385,48.92587179,0.888586218,3.564489103,121.845,44.739,0.90125,3.44835,156.0,156.0,56.12795455,17.60128218,0.057304379,0.666613045,14.0,14.0,13957,16.7823,11366,484,23.4835,86,1.4306,0.027,0.2707,0.1087,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s8,8,104.839802,51.03533333,0.89150517,3.524130612,122.47,44.522,0.91003,3.4338,147.0,147.0,55.94776848,21.78481471,0.068547355,0.666071093,16.0,16.0,13455,17.4831,11018,533,20.6717,85,1.4219,0.0199,0.2695,0.1194,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t22_s9,9,98.84766048,51.09523387,0.893593145,3.615723387,110.09,44.4405,0.904805,3.4922,124.0,124.0,53.25301755,19.64500611,0.061321732,0.738582889,18.0,18.0,13111,17.9943,10726,546,19.6447,77,1.4145,0.0272,0.2527,0.09823,262144,22,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s1,1,102.0040532,49.50467722,0.892222785,3.832487342,103.35,42.4635,0.90488,3.77505,158.0,158.0,56.19361738,21.24986532,0.061710478,0.831978906,2.0,2.0,14286,16.3498,11798,515,22.9087,79,1.4339,0.0303,0.3074,0.06438,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s10,10,108.3189717,47.69276812,0.882836014,3.718703623,121.61,40.304,0.89976,3.59125,138.0,138.0,49.79336305,20.29142601,0.071769431,0.859074811,20.0,20.0,12874,18.3624,10559,572,18.4598,57,1.4134,0.027,0.2731,0.06574,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s11,11,98.16957769,50.26356923,0.890740769,3.821437692,103.855,43.062,0.90232,3.66095,130.0,130.0,55.31775711,19.38372734,0.063296379,1.030245163,22.0,22.0,12106,19.6541,9838,547,17.9854,58,1.3962,0.0323,0.2413,0.1072,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s12,12,95.80949756,48.3497561,0.896679756,4.257528049,95.5335,45.154,0.910145,4.1546,82.0,82.0,52.26434988,17.94637124,0.050904376,1.38590023,24.0,24.0,9183,26.5468,7434,480,15.4875,33,1.3319,0.0259,0.1846,0.1405,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s13,13,99.77465753,49.01556164,0.893100137,4.262150685,96.71,39.291,0.90737,4.0874,73.0,73.0,53.19933933,20.24609814,0.068368796,1.360126434,26.0,26.0,6894,36.0251,5536,343,16.1399,27,1.2544,0.0296,0.1446,0.152,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s14,14,93.77354691,50.05545679,0.879860741,4.516319753,92.203,40.763,0.89477,4.2187,81.0,81.0,50.49484201,24.85429055,0.074295244,1.482099669,28.0,28.0,8072,30.4758,6599,412,16.017,33,1.2981,0.0211,0.1736,0.1018,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s15,15,94.01988857,51.95694286,0.89102019,4.694340952,99.039,45.212,0.9065,4.4345,105.0,105.0,56.31347346,22.55954685,0.07699759,1.495730605,30.0,30.0,9864,24.5759,8160,479,17.0355,37,1.3529,0.0204,0.2221,0.07439,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s16,16,86.98544874,51.5165042,0.902069076,4.258556303,79.695,42.229,0.91139,4.0606,119.0,119.0,59.37120375,23.21020289,0.052388017,1.160916148,32.0,32.0,10321,23.3992,8586,487,17.6304,65,1.3752,0.0257,0.2339,0.1046,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s17,17,83.87348636,53.74114545,0.893768909,4.287914545,88.718,43.6185,0.908235,4.07915,110.0,110.0,55.76911433,25.75100364,0.070655946,1.313958552,34.0,34.0,9926,24.4099,8166,483,16.9068,37,1.3601,0.0221,0.2232,0.08465,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s18,18,78.76782347,52.11821429,0.892216837,4.36834898,69.35,44.122,0.90673,3.9257,98.0,98.0,55.14511313,21.51173199,0.060115153,1.403218235,36.0,36.0,8528,28.7393,6963,381,18.2756,42,1.3194,0.02,0.2044,0.07801,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s19,19,81.22473082,55.44431765,0.892537294,4.44202,70.301,46.579,0.89833,4.5281,85.0,85.0,58.53291419,25.85648651,0.058819861,1.051954946,38.0,38.0,6694,37.1612,5432,285,19.0596,32,1.2892,0.0266,0.163,0.09912,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s2,2,99.63316827,46.01891975,0.896909444,3.636131481,105.96,39.7715,0.90642,3.47325,162.0,162.0,55.33816207,16.89963229,0.047409284,0.829777492,4.0,4.0,13539,17.3622,11096,561,19.779,73,1.423,0.0308,0.2819,0.08456,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s20,20,102.4551875,48.40728571,0.902220357,4.066489286,104.148,40.2965,0.91148,4.11415,56.0,56.0,54.84455406,20.0319201,0.055689091,1.113899282,40.0,40.0,8228,29.8601,6718,324,20.7346,59,1.2972,0.0305,0.1809,0.04834,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s21,21,95.01700333,47.07735,0.873948167,3.050678333,92.787,44.094,0.905275,3.0339,60.0,60.0,54.99493166,16.8689558,0.081120882,0.463409092,42.0,42.0,15955,14.4303,12974,703,18.4552,99,1.4688,0.0309,0.3464,0.01763,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s22,22,85.45668333,41.51225,0.889567778,2.588541667,74.513,36.6975,0.9024,2.52975,36.0,36.0,55.75155193,10.73109816,0.058964847,0.371731841,44.0,44.0,16639,13.7548,13554,764,17.7408,83,1.4798,0.0262,0.3982,0.02917,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s23,23,102.4714968,46.78358065,0.901125484,2.438490323,122.35,42.021,0.9079,2.3923,31.0,31.0,65.08871964,15.46334181,0.049967233,0.239001746,46.0,46.0,17396,13.0693,14390,799,18.01,105,1.4919,0.0342,0.4237,0.03585,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s24,24,78.91251773,43.18468182,0.904056591,2.454436364,82.647,38.8935,0.920375,2.4297,44.0,44.0,60.0363815,13.31300901,0.075945879,0.204277831,48.0,48.0,17959,12.5969,14903,799,18.6521,98,1.4994,0.0338,0.448,0.03857,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s25,25,64.69279697,44.779,0.920961818,2.404248485,35.538,41.372,0.91882,2.447,33.0,33.0,66.26920257,12.02311876,0.023952538,0.192001774,50.0,50.0,17452,13.0209,14491,767,18.8931,114,1.4915,0.0301,0.4623,0.04174,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s26,26,97.98952,45.1034,0.910402286,2.442548571,103.32,38.869,0.92101,2.4781,35.0,35.0,67.68995665,17.18674694,0.052043166,0.198063769,52.0,52.0,17718,12.7954,14689,756,19.4299,107,1.495,0.0347,0.4726,0.04279,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s27,27,85.52631064,47.31655319,0.918221702,2.418708511,81.674,41.302,0.92274,2.4222,47.0,47.0,69.73973411,16.8837822,0.037240665,0.196030088,54.0,54.0,17951,12.6034,14783,752,19.6582,112,1.4977,0.029,0.508,0.04336,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s28,28,94.86231481,43.96707407,0.912325185,2.459725926,108.58,40.406,0.92686,2.4547,54.0,54.0,67.25187172,12.18449459,0.044779966,0.190508533,56.0,56.0,17676,12.8306,14544,731,19.896,106,1.4939,0.0318,0.512,0.0545,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s3,3,105.0987798,51.47327731,0.893606555,3.54422521,121.33,43.748,0.90763,3.4279,119.0,119.0,52.60659746,21.93031384,0.057420167,0.684478902,6.0,6.0,12735,18.5846,10304,540,19.0815,78,1.4081,0.0325,0.2299,0.08093,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s4,4,96.80267639,50.07553383,0.883657218,3.485776692,108.73,42.411,0.90045,3.3638,133.0,133.0,54.75080176,21.94137314,0.07069619,0.694803707,8.0,8.0,13404,17.5572,10864,507,21.428,97,1.4174,0.0294,0.24,0.06927,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s5,5,106.6905497,49.7340559,0.886373292,3.543041615,111.37,43.672,0.90534,3.4229,161.0,161.0,50.84847981,19.06155565,0.0644343,0.719464705,10.0,10.0,13586,17.2952,11035,514,21.4689,91,1.4226,0.0221,0.2722,0.1034,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s6,6,102.3058053,51.84069925,0.896001278,3.542158647,108.87,44.973,0.90807,3.3887,133.0,133.0,56.24289092,21.57109445,0.058298321,0.743185111,12.0,12.0,13330,17.6658,11013,516,21.343,88,1.4178,0.0199,0.2477,0.09816,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s7,7,100.1510673,47.78064189,0.894478311,3.518806757,106.525,42.126,0.89955,3.4582,148.0,148.0,56.27537479,18.57295321,0.048271349,0.672970166,14.0,14.0,13791,17.0084,11182,493,22.6815,91,1.4239,0.0306,0.2569,0.103,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s8,8,99.87375849,48.47063522,0.887215535,3.576211321,115.68,42.088,0.89947,3.4396,159.0,159.0,56.14555514,17.3427897,0.065094301,0.777983795,16.0,16.0,13823,16.9644,11271,540,20.8722,92,1.4312,0.0278,0.2743,0.09562,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t23_s9,9,107.4414771,51.37643312,0.889887707,3.613074522,116.57,42.802,0.90929,3.489,157.0,157.0,50.00212719,23.91408024,0.077026377,0.738133803,18.0,18.0,13606,17.2669,11078,536,20.6679,84,1.4263,0.0292,0.2845,0.08957,262144,23,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s1,1,96.63291895,50.84766013,0.899826405,3.631246405,102.99,43.268,0.90945,3.5576,153.0,153.0,57.78234758,21.444138,0.057580912,0.725413343,2.0,2.0,13587,17.2938,11112,503,22.0915,88,1.4203,0.0272,0.2786,0.08698,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s10,10,104.9197082,47.35462264,0.890470566,3.769112579,111.8,42.031,0.90125,3.6034,159.0,159.0,48.08189869,16.49308064,0.061815071,0.881119364,20.0,20.0,13123,17.976,10659,555,19.2054,87,1.4175,0.0229,0.2723,0.08765,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s11,11,103.1335043,48.62229104,0.896529328,3.954161194,112.53,42.6625,0.910115,3.65585,134.0,134.0,50.86427227,20.18295127,0.059538239,1.067883392,22.0,22.0,11474,20.8469,9338,537,17.3892,52,1.3831,0.0284,0.2331,0.1117,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s12,12,106.4102319,49.71027536,0.890572754,4.184334783,121.61,43.113,0.90473,3.9602,69.0,69.0,51.75098691,21.63386162,0.079412871,1.071887474,24.0,24.0,8358,29.3646,6676,424,15.7453,24,1.307,0.0195,0.1651,0.1153,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s13,13,99.21140845,48.48769014,0.889680141,4.514538028,97.853,42.248,0.90045,4.4813,71.0,71.0,48.47858195,18.30082091,0.071230187,1.345334303,26.0,26.0,6742,36.8824,5488,344,15.9535,34,1.2561,0.0286,0.143,0.1305,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s14,14,89.66844828,47.79350575,0.889574713,4.56584023,91.71,41.864,0.90484,4.3157,87.0,87.0,53.36323415,15.91230076,0.061008824,1.444529123,28.0,28.0,8070,30.4839,6517,385,16.9273,36,1.3006,0.0195,0.1816,0.1112,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s15,15,96.8596125,51.69500962,0.885486538,4.643619231,96.565,47.4875,0.906745,4.57435,104.0,104.0,57.7942048,18.29505916,0.071536286,1.386514354,30.0,30.0,9314,26.1453,7780,479,16.2422,40,1.3452,0.0272,0.2225,0.07236,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s16,16,83.12953197,51.88687402,0.890045591,4.331084252,84.428,48.21,0.91174,3.9579,127.0,127.0,56.85521823,20.5689877,0.078006025,1.227133726,32.0,32.0,9451,25.7373,7819,482,16.222,42,1.3534,0.0195,0.2322,0.1073,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s17,17,86.27904645,49.89099194,0.885615,4.218572581,83.338,42.725,0.91225,3.8016,124.0,124.0,58.97570321,20.11866173,0.076161783,1.409180658,34.0,34.0,9993,24.2329,8151,450,18.1133,47,1.3597,0.02,0.2276,0.07979,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s18,18,78.954839,52.06053,0.8928973,4.451232,73.9395,43.7175,0.91095,4.1826,100.0,100.0,54.43083499,24.41161324,0.064400916,1.406833334,36.0,36.0,8254,29.7597,6649,382,17.4058,31,1.3247,0.0242,0.1974,0.07431,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s19,19,75.83820385,56.01560256,0.879051923,4.484374359,68.809,45.086,0.896435,4.39585,78.0,78.0,54.74741012,26.49961438,0.072426643,1.137456298,38.0,38.0,6788,36.6189,5483,283,19.3746,35,1.3069,0.0215,0.1769,0.1258,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s2,2,98.22792455,50.38467066,0.894967186,3.746128144,106.5,43.524,0.91491,3.6315,167.0,167.0,56.48672812,21.16602086,0.067685837,0.852664986,4.0,4.0,14121,16.5642,11632,524,22.1985,95,1.4295,0.0255,0.3136,0.08238,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s20,20,91.09398667,57.52893333,0.865113667,4.119621667,87.7595,49.4755,0.89338,3.8504,60.0,60.0,53.42141542,25.55055215,0.092889257,1.10378193,40.0,40.0,8719,28.0659,7115,413,17.2276,39,1.3028,0.0289,0.1975,0.04511,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s21,21,88.74197833,45.68208333,0.888288833,3.20919,89.6285,42.074,0.888985,3.02975,60.0,60.0,53.93790529,14.86665752,0.057208026,0.78753474,42.0,42.0,15242,15.1989,12582,695,18.1036,94,1.4607,0.0286,0.3555,0.0421,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s22,22,94.45107647,44.20317647,0.882192549,2.649603922,110.32,40.584,0.89303,2.5954,51.0,51.0,59.11326922,13.41227904,0.06000596,0.381937524,44.0,44.0,16440,13.9456,13403,763,17.5662,105,1.475,0.0254,0.4064,0.01327,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s23,23,72.53262414,44.84503448,0.915032414,2.405858621,47.203,39.359,0.91783,2.3148,29.0,29.0,66.31295515,13.21240106,0.040277866,0.213108495,46.0,46.0,16717,13.6813,13933,821,16.9708,105,1.4834,0.0361,0.4298,0.01344,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s24,24,86.5838075,46.332775,0.8970555,2.3093375,93.651,42.4745,0.909545,2.3128,40.0,40.0,70.11410513,14.06114194,0.042976946,0.13008201,48.0,48.0,17576,12.9149,14519,719,20.1933,110,1.4949,0.0332,0.4532,0.05325,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s25,25,90.42219574,48.22704255,0.914396383,2.364395745,96.34,40.786,0.92068,2.2979,47.0,47.0,69.95391802,16.48808112,0.037757773,0.2325483,50.0,50.0,17331,13.1258,14181,747,18.9839,96,1.4881,0.0367,0.475,0.02256,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s26,26,82.01283636,47.29638636,0.914451591,2.348931818,68.0145,44.647,0.917615,2.3287,44.0,44.0,71.51795809,14.72807648,0.034485833,0.182811732,52.0,52.0,17069,13.358,14197,763,18.6068,100,1.489,0.0303,0.4829,0.06784,262144,24,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t24_s27,27,64.2469024,47.37552,0.9092688,2.363922,36.8085,41.572,0.91956,2.3388,50.0,50.0,65.16561885,20.56490234,0.058022914,0.192816065,54.0,54.0,17783,12.7413,14723,781,18.8515,103,1.5026,0.0283,0.4989,0.04726,262144,24,5
