image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,fibercount,fibercount,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth,z_depth,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,timepoint,position
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s20,20,78.27013582,53.71671642,0.883628507,3.891970149,77.471,46.39,0.89946,3.9524,67.0,67.0,59.52513286,24.79030186,0.074648809,1.098279286,40.0,40.0,9769,24.8344,8067,398,20.2688,50,1.3447,0.0319,0.1899,0.0829,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s21,21,98.03249655,46.63198276,0.868223793,3.525934483,97.274,38.8655,0.886695,3.4583,58.0,58.0,57.42108674,18.41099453,0.088284027,1.153436048,42.0,42.0,14529,16.0429,11810,656,18.003,80,1.4446,0.0236,0.3228,0.03468,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s22,22,99.98195789,44.26765789,0.900082105,2.853247368,108.485,38.1185,0.90335,2.69495,38.0,38.0,54.92453248,15.37447278,0.046293669,0.545330987,44.0,44.0,14898,15.596,12127,718,16.89,61,1.4505,0.0288,0.385,0.004219,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s23,23,98.64436087,46.69030435,0.90393913,2.46473913,87.879,42.851,0.91415,2.4613,23.0,23.0,59.27202094,12.33353495,0.044279265,0.181599872,46.0,46.0,16559,13.831,13682,813,16.829,76,1.4843,0.0314,0.4264,0.03179,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s24,24,96.989725,44.278,0.9124315,2.348005,93.912,38.907,0.92225,2.3594,20.0,20.0,68.05349679,13.60833678,0.031979268,0.106632671,48.0,48.0,17254,13.1933,14238,824,17.2791,101,1.4889,0.0304,0.4519,0.01883,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s25,25,89.0650325,41.4569375,0.91739875,2.382459375,100.62,37.5225,0.9262,2.33645,32.0,32.0,64.11184506,10.2884199,0.057082444,0.197815424,50.0,50.0,18082,12.4976,14910,788,18.9213,113,1.5008,0.0354,0.4825,0.04471,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s26,26,120.4711243,44.29410811,0.909634324,2.354194595,150.12,38.654,0.91678,2.313,37.0,37.0,57.36577304,14.28753232,0.039647319,0.243481666,52.0,52.0,17551,12.9362,14332,723,19.823,120,1.4947,0.0291,0.4707,0.03395,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s27,27,95.95801667,45.31405556,0.923234444,2.405294444,123.175,41.562,0.92451,2.40955,36.0,36.0,68.6635181,14.24956152,0.037780677,0.172210199,54.0,54.0,18110,12.4751,15075,763,19.7575,113,1.501,0.0292,0.5247,0.0412,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s28,28,90.71779524,46.47964286,0.915414048,2.470652381,102.173,39.303,0.924525,2.38405,42.0,42.0,63.16767401,16.65469104,0.042208887,0.290352767,56.0,56.0,17840,12.6942,14852,772,19.2383,105,1.4978,0.0326,0.505,0.0325,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s3,3,104.8535225,51.445125,0.894439417,3.442605,111.445,45.043,0.912575,3.2937,120.0,120.0,53.05900338,19.29106465,0.064450141,0.671633735,6.0,6.0,13174,17.8987,10608,542,19.572,78,1.4142,0.0289,0.218,0.08214,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s4,4,108.9701074,50.4485906,0.899845034,3.602702013,119.58,44.068,0.91436,3.4863,149.0,149.0,49.53150947,20.37510319,0.062368966,0.754471903,8.0,8.0,13524,17.3837,11054,525,21.0552,77,1.4215,0.0243,0.2668,0.117,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s5,5,113.4987471,51.49901449,0.891427754,3.536126812,124.49,42.842,0.904015,3.37565,138.0,138.0,52.48554462,23.53481645,0.073238603,0.686015087,10.0,10.0,13444,17.499,10965,520,21.0865,83,1.426,0.0284,0.244,0.1431,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s6,6,109.1775663,50.197,0.891875581,3.492120155,121.61,44.291,0.90874,3.3429,129.0,129.0,52.20895804,19.34744291,0.071343589,0.620275978,12.0,12.0,13590,17.2895,11010,505,21.802,74,1.4305,0.0242,0.2398,0.1032,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s7,7,105.8661397,50.4188626,0.900336718,3.464218321,119.74,47.393,0.90603,3.3876,131.0,131.0,56.77895687,17.69509628,0.048450259,0.70346804,14.0,14.0,13230,17.8144,10915,515,21.1942,80,1.4175,0.0279,0.2397,0.1219,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s8,8,103.3030962,49.97025758,0.900267273,3.523912879,115.885,44.877,0.907445,3.45925,132.0,132.0,54.8520153,19.14552361,0.052310187,0.638545485,16.0,16.0,13370,17.607,10988,582,18.8797,83,1.4219,0.0286,0.2443,0.1098,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t15_s9,9,111.2235877,49.24872258,0.893356839,3.705757419,121.43,43.357,0.91276,3.6206,155.0,155.0,50.96898301,19.2665098,0.062910784,0.835559255,18.0,18.0,13885,16.8797,11260,566,19.894,79,1.4322,0.0232,0.2966,0.07994,262144,15,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s1,1,101.0837452,48.76951587,0.897644127,3.636219841,110.395,42.579,0.909995,3.50325,126.0,126.0,55.75337543,21.44216686,0.055945595,0.806608177,2.0,2.0,13317,17.685,10911,545,20.0202,95,1.4184,0.0259,0.2471,0.08791,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s10,10,106.7599519,49.86594375,0.8924415,3.771924375,120.61,42.325,0.90425,3.6561,160.0,160.0,51.68620468,21.1314038,0.058445606,0.957141228,20.0,20.0,14014,16.7059,11421,526,21.7129,95,1.432,0.0267,0.299,0.05929,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s11,11,103.4147279,48.79682993,0.894908844,3.88677415,112.71,45.161,0.91405,3.5551,147.0,147.0,53.10506981,17.55385292,0.063095108,1.300928637,22.0,22.0,12404,19.1339,10008,511,19.5851,58,1.4016,0.0264,0.2491,0.1131,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s12,12,108.5936652,51.66590909,0.890781212,4.334522727,107.93,44.844,0.904185,4.43185,66.0,66.0,48.46275805,19.27963519,0.062475182,1.177876237,24.0,24.0,8845,27.6376,7174,407,17.6265,34,1.3138,0.0266,0.159,0.1174,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s13,13,98.52449767,47.68862791,0.887894535,4.23729186,105.745,41.167,0.901585,3.81975,86.0,86.0,55.24878605,20.3713328,0.069376855,1.541226441,26.0,26.0,8665,28.2533,6975,400,17.4375,27,1.3179,0.029,0.1594,0.1189,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s14,14,82.03406632,52.43455789,0.896931579,4.26414,77.125,40.904,0.90429,3.8003,95.0,95.0,59.8274359,26.23145876,0.052237099,1.514454276,28.0,28.0,9666,25.1203,7922,437,18.1281,45,1.346,0.0285,0.1981,0.1028,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s15,15,107.3436241,50.45222727,0.890614636,4.216493636,120.57,42.5105,0.91021,3.95545,110.0,110.0,55.96455457,24.44701408,0.067926797,1.370986212,30.0,30.0,10551,22.8455,8589,487,17.6366,58,1.3618,0.0195,0.2261,0.06805,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s16,16,96.519287,51.05884,0.9044059,4.000493,99.3585,45.0755,0.91804,3.58815,100.0,100.0,56.49256317,22.14932947,0.048219031,1.285923757,32.0,32.0,10031,24.1335,8151,449,18.1537,54,1.3579,0.0207,0.2108,0.07829,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s17,17,90.70108872,50.22383459,0.896138722,4.170344361,94.185,42.609,0.91583,3.9541,133.0,133.0,57.29799203,21.81687691,0.065419038,1.288022502,34.0,34.0,10854,22.1519,8921,468,19.062,55,1.381,0.0282,0.2466,0.07395,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s18,18,88.14811847,53.24574522,0.884611274,4.184170064,88.182,44.323,0.90824,3.8082,157.0,157.0,58.11359972,26.75305226,0.080503977,1.321636543,36.0,36.0,11013,21.8032,9106,498,18.2851,44,1.3835,0.0314,0.2767,0.07453,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s19,19,83.99122705,52.10560656,0.892912787,4.230590164,81.5635,47.29,0.90659,3.95665,122.0,122.0,59.09401617,22.08634071,0.064539034,1.142137422,38.0,38.0,9840,24.6407,8203,418,19.6244,62,1.351,0.0143,0.2258,0.07847,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s2,2,116.0326602,52.27254887,0.89773812,3.604138346,132.27,47.402,0.90812,3.5547,133.0,133.0,51.88553386,21.44222439,0.05319838,0.683168697,4.0,4.0,13223,17.8249,10812,539,20.0594,72,1.416,0.0275,0.2403,0.1272,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s20,20,87.62104727,55.2676,0.890190727,4.29192,88.315,47.453,0.89816,4.1923,55.0,55.0,59.00539908,22.45284755,0.055559661,1.121216835,40.0,40.0,9359,26.0099,7690,409,18.802,50,1.3401,0.0166,0.1749,0.07626,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s21,21,100.9966889,48.68693333,0.885557111,3.829848889,113.75,43.251,0.89795,3.6396,45.0,45.0,56.61970207,17.24223138,0.048791548,1.188357622,42.0,42.0,14133,16.5484,11590,644,17.9969,68,1.4376,0.0256,0.2979,0.03829,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s22,22,96.27615789,44.66968421,0.887965263,2.915165789,99.0675,38.498,0.90092,2.75435,38.0,38.0,51.44285917,16.49497088,0.061341153,0.717354888,44.0,44.0,15051,15.4171,12339,729,16.9259,77,1.4524,0.0275,0.3974,0.0246,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s23,23,81.612585,41.4917,0.9097525,2.410895,84.4435,41.829,0.90737,2.342,20.0,20.0,57.74230087,7.769794483,0.033296386,0.203552196,46.0,46.0,17029,13.394,13896,812,17.1133,90,1.4835,0.0338,0.4338,0.02162,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s24,24,79.65419091,43.55760606,0.910280909,2.457881818,72.031,40.309,0.91039,2.4109,33.0,33.0,64.33921817,16.27776021,0.030587713,0.262106604,48.0,48.0,17030,13.3931,14125,794,17.7897,120,1.4888,0.0302,0.4567,0.04498,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s25,25,99.19499412,47.96620588,0.918985,2.368411765,106.235,41.5005,0.92353,2.3514,34.0,34.0,70.87454848,15.56778286,0.034900088,0.17322449,50.0,50.0,17296,13.1564,14278,802,17.803,99,1.4874,0.0308,0.4718,0.058,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s26,26,66.45971842,42.56760526,0.914265,2.3784,32.15,38.547,0.91606,2.28875,38.0,38.0,69.13728514,13.67540629,0.031292502,0.260693338,52.0,52.0,17457,13.0166,14626,806,18.1464,102,1.4937,0.0306,0.4813,0.06126,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s27,27,68.52237333,41.58464444,0.920995333,2.415542222,45.0,40.419,0.93059,2.4222,45.0,45.0,62.675815,9.017800471,0.048041853,0.210073046,54.0,54.0,17821,12.7099,14774,773,19.1125,90,1.4985,0.0328,0.4792,0.05016,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s28,28,69.18972368,48.07763158,0.917406579,2.435084211,47.1795,43.99,0.9207,2.36845,38.0,38.0,67.00830332,12.64277108,0.044885853,0.22391964,56.0,56.0,17720,12.7937,14745,750,19.66,125,1.4989,0.035,0.4995,0.04562,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s3,3,102.194425,50.56799242,0.893854167,3.38705,110.58,45.956,0.90903,3.30455,132.0,132.0,53.94552175,19.93252847,0.060098813,0.67008488,6.0,6.0,12641,18.7377,10297,557,18.4865,79,1.4064,0.0226,0.2164,0.07663,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s4,4,106.0543619,52.44465254,0.889232881,3.465052542,107.94,45.95,0.89758,3.39185,118.0,118.0,51.20443432,20.50069475,0.062266878,0.632974774,8.0,8.0,13373,17.6026,10828,517,20.9439,92,1.4185,0.028,0.2381,0.1173,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s5,5,109.6798331,50.30109023,0.898751429,3.546463158,124.33,45.649,0.90768,3.5051,133.0,133.0,53.10262314,16.96276832,0.04611431,0.673251143,10.0,10.0,13154,17.9289,10766,493,21.8377,83,1.4141,0.0258,0.2386,0.1372,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s6,6,111.0865601,48.69773913,0.898890942,3.395711594,123.955,41.896,0.90897,3.3235,138.0,138.0,53.40857607,20.98948148,0.048592622,0.64721213,12.0,12.0,12901,18.3197,10504,546,19.2381,68,1.4122,0.0289,0.2368,0.1299,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s7,7,108.3313573,47.83301399,0.898713916,3.480471329,127.75,39.58,0.90634,3.3951,143.0,143.0,56.80929506,19.0391576,0.055411424,0.72230227,14.0,14.0,13205,17.8519,10826,509,21.2692,78,1.4191,0.0256,0.2524,0.1267,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s8,8,101.4524255,50.74540876,0.896659927,3.469347445,111.8,43.913,0.90606,3.4066,137.0,137.0,54.58637464,20.07209008,0.058934379,0.695811274,16.0,16.0,13764,17.0457,11284,542,20.8192,70,1.4294,0.0278,0.2544,0.09481,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t16_s9,9,105.2677371,50.33232727,0.886755455,3.644880606,109.65,42.049,0.90409,3.512,165.0,165.0,50.11993118,20.3119095,0.088452072,0.880871188,18.0,18.0,14076,16.6235,11499,572,20.1031,78,1.4362,0.0296,0.2895,0.07528,262144,16,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s1,1,100.8505305,53.52691603,0.894841069,3.713571756,104.93,46.076,0.91561,3.6246,131.0,131.0,53.73485447,24.17993617,0.073189058,0.842954082,2.0,2.0,13168,17.9077,10817,536,20.181,82,1.416,0.023,0.2686,0.08931,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s10,10,106.4538971,51.07525854,0.892208537,3.898285366,114.66,44.832,0.90699,3.7325,205.0,205.0,48.94616424,20.51147429,0.06357858,1.038116136,20.0,20.0,14725,15.8027,12051,552,21.8315,93,1.4471,0.0286,0.382,0.04968,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s11,11,106.2509,51.18805785,0.897274463,3.879880992,112.99,44.973,0.91147,3.6645,121.0,121.0,52.86348085,21.95590428,0.058690606,1.179159633,22.0,22.0,12167,19.5456,9846,525,18.7543,54,1.4008,0.0276,0.232,0.1186,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s12,12,102.242184,52.869275,0.885916625,4.25950625,117.115,44.213,0.898295,4.07095,80.0,80.0,54.03567379,23.31317443,0.06864012,1.365019829,24.0,24.0,9205,26.4785,7447,447,16.66,31,1.3327,0.0228,0.1718,0.1116,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s13,13,103.5708368,54.20786765,0.889403529,4.322577941,108.715,39.659,0.917055,3.955,68.0,68.0,54.40998677,37.30013614,0.0739297,1.359386022,26.0,26.0,8247,29.7867,6694,407,16.4472,30,1.3069,0.0293,0.1574,0.1217,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s14,14,97.28120116,52.3124186,0.903745,4.260106977,100.705,41.525,0.913745,3.9553,86.0,86.0,56.65896711,28.46625043,0.055781473,1.495965457,28.0,28.0,8923,27.3786,7323,464,15.7823,27,1.3233,0.0276,0.1746,0.1244,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s15,15,100.4879126,50.69275789,0.890181895,4.129058947,104.74,44.027,0.91298,3.9094,95.0,95.0,58.07191916,22.72866688,0.082524785,1.330632413,30.0,30.0,10207,23.6829,8356,505,16.5465,43,1.3556,0.0263,0.206,0.06332,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s16,16,102.7697107,47.45070874,0.892233592,4.26348835,109.36,40.397,0.91628,3.9547,103.0,103.0,55.11101283,17.0039629,0.068902274,1.301971657,32.0,32.0,9801,24.7468,8048,488,16.4918,49,1.3561,0.022,0.2049,0.06608,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s17,17,97.49981864,52.69398305,0.892913814,4.255059322,103.19,45.088,0.912895,3.9941,118.0,118.0,55.91740551,22.74414746,0.068999723,1.291280413,34.0,34.0,10792,22.2907,8859,505,17.5426,52,1.3763,0.0254,0.2413,0.05857,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s18,18,86.75677541,51.00837838,0.902002027,4.223613514,85.21,41.5045,0.91183,3.8748,148.0,148.0,56.28222337,27.06367175,0.058260936,1.34229374,36.0,36.0,10602,22.726,8675,484,17.9236,46,1.3736,0.0228,0.244,0.06875,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s19,19,79.88812455,57.35471818,0.896326182,4.096351818,79.1925,50.2805,0.90631,3.8546,110.0,110.0,56.88617226,26.78594812,0.056714264,1.166522177,38.0,38.0,9257,26.3186,7603,452,16.8208,38,1.3404,0.0172,0.2072,0.0779,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s2,2,110.6468796,54.04754745,0.887372774,3.616971533,125.54,45.529,0.90662,3.6591,137.0,137.0,50.94897105,25.00511284,0.074740854,0.749729929,4.0,4.0,13663,17.1865,11186,496,22.5524,88,1.4245,0.0298,0.2565,0.1015,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s20,20,95.32675556,53.08926389,0.877512778,4.102675,103.5,43.6555,0.89407,3.95345,72.0,72.0,59.28794614,26.09678901,0.06812434,0.998391138,40.0,40.0,9879,24.5356,8118,434,18.7051,44,1.3436,0.0282,0.1989,0.07344,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s21,21,97.997624,44.66854667,0.8912736,3.343014667,99.273,40.477,0.89929,3.1618,75.0,75.0,54.76594174,16.10117062,0.060430694,1.020387278,42.0,42.0,14704,15.8281,12142,664,18.2861,70,1.4493,0.0276,0.3583,0.02622,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s22,22,105.8402027,45.96324324,0.892627838,2.809608108,112.25,39.056,0.91095,2.6318,37.0,37.0,52.07417002,17.81154293,0.062781114,0.628653496,44.0,44.0,15375,15.0501,12676,740,17.1297,75,1.4645,0.0246,0.3752,0.04693,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s23,23,57.39473333,40.01444444,0.91762963,2.429477778,23.429,37.216,0.91669,2.4119,27.0,27.0,62.14239772,8.78686605,0.03460602,0.219714337,46.0,46.0,17257,13.1906,14121,806,17.5199,120,1.489,0.034,0.4316,0.01198,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s24,24,72.89918667,45.42106667,0.924560667,2.32486,28.61,39.657,0.9248,2.2534,15.0,15.0,71.42996724,17.53182849,0.02426796,0.189923949,48.0,48.0,17432,13.0381,14340,719,19.9444,96,1.4884,0.0303,0.4364,0.03671,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s25,25,100.7663806,41.922,0.917413889,2.363991667,108.65,38.106,0.92964,2.3869,36.0,36.0,70.26293949,10.4885711,0.056415325,0.18190558,50.0,50.0,17603,12.8921,14427,781,18.4725,110,1.4961,0.0343,0.4563,0.06387,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s26,26,89.17995476,40.80247619,0.920383333,2.401640476,100.535,37.142,0.92643,2.3588,42.0,42.0,68.57609073,9.919924964,0.042761063,0.249170881,52.0,52.0,17701,12.8096,14506,743,19.5236,102,1.4958,0.0253,0.4662,0.04731,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s27,27,96.11969,45.47328571,0.9121,2.399428571,98.8165,41.517,0.9295,2.3767,42.0,42.0,58.71112307,13.68636881,0.048365306,0.216832189,54.0,54.0,17837,12.6967,14734,709,20.7814,108,1.4945,0.0327,0.4902,0.05092,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s28,28,91.44011667,45.22408333,0.902651875,2.466525,93.0045,40.932,0.917575,2.41905,48.0,48.0,66.67660094,12.53554435,0.059978568,0.205883212,56.0,56.0,18127,12.4616,15078,727,20.74,112,1.5037,0.0324,0.5016,0.06043,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s3,3,100.2725174,51.89138843,0.895275455,3.559469421,107.24,44.058,0.90796,3.5122,121.0,121.0,55.37044798,22.01097454,0.05862843,0.718459139,6.0,6.0,12917,18.2946,10409,523,19.9025,79,1.4085,0.0322,0.2383,0.07718,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s4,4,110.4681812,50.04847651,0.898907987,3.6662,124.16,43.605,0.90725,3.5403,149.0,149.0,53.00482473,21.83178764,0.056025262,0.726073174,8.0,8.0,13725,17.0998,11172,499,22.3888,98,1.4263,0.03,0.278,0.1046,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s5,5,104.9764254,50.67780159,0.902368254,3.528115873,118.24,44.7905,0.90545,3.4473,126.0,126.0,52.970055,19.78217552,0.041358225,0.649482048,10.0,10.0,13009,18.151,10664,516,20.6667,70,1.4137,0.0254,0.2401,0.1048,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s6,6,104.5555953,50.62754688,0.896308281,3.559653906,120.095,43.0445,0.90896,3.4999,128.0,128.0,55.5829488,19.77721802,0.062054868,0.640400377,12.0,12.0,13531,17.3737,10933,494,22.1316,83,1.4224,0.0288,0.2413,0.124,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s7,7,109.9545078,48.75298582,0.896703688,3.537036879,125.84,41.832,0.90831,3.4317,141.0,141.0,54.34946363,19.65568563,0.056098665,0.694164777,14.0,14.0,13239,17.801,10834,509,21.2849,66,1.4185,0.0212,0.2382,0.1206,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s8,8,108.1723913,48.50956667,0.889885067,3.504856,118.355,42.746,0.894775,3.3499,150.0,150.0,49.11878663,17.88734967,0.060034655,0.733513369,16.0,16.0,13530,17.3751,11102,554,20.0397,72,1.4233,0.0282,0.2597,0.08438,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t17_s9,9,110.9165148,49.39797531,0.88652716,3.544709877,122.88,43.2355,0.90128,3.37375,162.0,162.0,46.50456238,18.82516461,0.069084079,0.773035975,18.0,18.0,14145,16.5327,11617,558,20.819,85,1.4348,0.0327,0.2802,0.07987,262144,17,5
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos5_t18_s1,1,103.2730224,49.87044898,0.891435306,3.678572789,104.93,43.229,0.90839,3.581,147.0,147.0,53.2425678,21.59165683,0.06318192,0.797528728,2.0,2.0,13397,17.5674,10977,537,20.4413,81,1.4193,0.0263,0.2862,0.0824,262144,18,5
