image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,fibercount,fibercount,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth,z_depth,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,timepoint,position
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s2,2,98.76105194,56.90661538,0.900437324,5.484673244,110.56,47.706,0.92336,5.3464,299.0,299.0,57.26422033,29.08948351,0.078114061,0.986468245,4.0,4.0,12736,18.583,10504,368,28.5435,87,1.4038,0.0253,0.1602,0.106,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s20,20,99.24494804,59.4839003,0.911968912,5.488620242,111.99,48.913,0.92416,5.3739,331.0,331.0,56.22667944,28.62964649,0.056007984,1.088256091,40.0,40.0,14122,16.5629,11483,353,32.5297,108,1.4307,0.0254,0.2576,0.1101,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s21,21,90.78619021,59.15366364,0.907813727,5.479662727,97.751,50.086,0.923705,5.27985,330.0,330.0,58.30978193,30.16279321,0.062761078,1.024087003,42.0,42.0,13738,17.0817,11300,399,28.3208,102,1.4229,0.0274,0.2317,0.0923,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s22,22,95.46720294,60.01672581,0.911918645,5.504595161,100.136,49.998,0.922655,5.4101,310.0,310.0,58.55136922,30.19131173,0.053005073,0.952295456,44.0,44.0,13271,17.7532,10979,371,29.593,97,1.4156,0.0265,0.2149,0.05124,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s23,23,92.5791134,62.36335739,0.914632543,5.510957732,102.34,49.368,0.92893,5.411,291.0,291.0,56.96768847,36.08905608,0.062630491,1.046151933,46.0,46.0,13220,17.8294,10868,340,31.9647,81,1.4127,0.0273,0.1874,0.1003,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s24,24,97.16137888,62.78375908,0.906894257,5.398461716,109.65,54.346,0.9262,5.1473,303.0,303.0,59.73068457,32.66015523,0.061695963,1.042157651,48.0,48.0,13096,18.0172,10690,354,30.1977,89,1.4133,0.0246,0.1833,0.1002,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s25,25,96.9417323,61.03514596,0.908000714,5.429523602,106.325,50.8435,0.92298,5.30295,322.0,322.0,58.53113014,33.35597812,0.065994278,1.036458839,50.0,50.0,13039,18.1047,10694,348,30.7299,116,1.4077,0.0233,0.1851,0.07963,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s26,26,102.3909444,62.68720395,0.908109079,5.438647039,113.93,50.089,0.931095,5.37795,304.0,304.0,57.37685645,37.11884389,0.073123296,1.035835368,52.0,52.0,13156,17.9259,10891,379,28.7361,108,1.4118,0.0264,0.184,0.09253,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s27,27,101.740455,65.58320598,0.915224219,5.411486047,111.21,53.936,0.93219,5.2287,301.0,301.0,56.36380426,38.32534876,0.061321105,0.993175126,54.0,54.0,14350,16.2679,11887,390,30.4795,118,1.4379,0.0267,0.243,0.1189,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s28,28,101.3716254,62.12498077,0.906617372,5.421730769,108.2,53.44,0.91976,5.27965,312.0,312.0,55.78797236,32.04583886,0.062606323,0.969855538,56.0,56.0,14660,15.8816,12095,438,27.6142,120,1.4438,0.0278,0.3432,0.1002,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s3,3,99.60167484,55.33463694,0.908336943,5.514442357,115.42,47.4135,0.92642,5.3723,314.0,314.0,54.94274286,24.70124083,0.068224249,0.938197069,6.0,6.0,12533,18.9164,10167,383,26.5457,87,1.4015,0.0271,0.1881,0.124,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s4,4,100.2424458,55.2106161,0.907107276,5.621229102,108.8,48.192,0.92962,5.3948,323.0,323.0,54.18689908,25.03285589,0.079850512,1.07635769,8.0,8.0,12552,18.8847,10194,372,27.4032,88,1.3999,0.0263,0.2116,0.1102,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s5,5,105.4557607,58.1994,0.905902,5.564632063,113.75,52.041,0.92631,5.3743,315.0,315.0,54.3851676,27.90762044,0.073177779,1.061692394,10.0,10.0,12187,19.5102,10075,371,27.1563,69,1.394,0.0231,0.2293,0.1003,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s6,6,101.5522932,56.08426543,0.904276327,5.771756173,109.575,48.321,0.923045,5.6695,324.0,324.0,53.61307552,25.2547803,0.068162751,1.062775999,12.0,12.0,12493,18.9833,10250,406,25.2463,73,1.4018,0.0218,0.2448,0.09216,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s7,7,96.92110855,58.85114198,0.910488056,5.620603704,105.66,49.7005,0.924525,5.4706,324.0,324.0,55.23061485,31.89420232,0.058044715,1.046766571,14.0,14.0,13360,17.6216,10877,409,26.5941,80,1.4198,0.0257,0.2776,0.09794,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s8,8,100.9071435,59.8468754,0.910490096,5.739310224,112.04,51.844,0.92819,5.6074,313.0,313.0,53.77091161,27.90963456,0.064916343,1.051830771,16.0,16.0,13209,17.8459,10769,423,25.4586,74,1.4152,0.0281,0.2977,0.0976,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t10_s9,9,102.6248317,59.26083276,0.902317816,5.721517065,113.5,50.572,0.9204,5.5156,293.0,293.0,54.72130725,29.80184592,0.070318626,1.172468534,18.0,18.0,12945,18.2507,10474,391,26.7877,75,1.4122,0.0257,0.3091,0.09004,262144,10,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s1,1,99.63176904,58.51173927,0.902350231,5.620274587,106.11,48.645,0.91984,5.5028,303.0,303.0,54.03068124,30.13175253,0.069684894,1.012836527,2.0,2.0,11879,20.0679,9783,374,26.1578,78,1.3823,0.0261,0.1381,0.07289,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s10,10,98.68681123,58.79640823,0.900255949,5.658499684,102.845,50.9445,0.921135,5.4579,316.0,316.0,54.21123969,30.01631037,0.085719316,1.153894927,20.0,20.0,13293,17.7205,10883,421,25.8504,93,1.417,0.0275,0.3133,0.0827,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s11,11,98.83010624,58.14436025,0.903250031,5.727251553,104.33,49.71,0.92234,5.5431,322.0,322.0,55.58712617,28.13416708,0.069291908,1.151191974,22.0,22.0,13868,16.9029,11328,418,27.1005,93,1.4252,0.0278,0.3505,0.09648,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s12,12,96.62907778,58.26034568,0.906049105,5.77671821,103.805,46.7,0.924535,5.6368,324.0,324.0,56.3449599,30.36883759,0.069829023,1.109362932,24.0,24.0,13776,17.0291,11400,454,25.1101,94,1.4278,0.0277,0.3777,0.1015,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s13,13,104.4185598,59.16899396,0.906684471,5.778297281,113.78,51.703,0.92009,5.5629,331.0,331.0,53.79292304,28.51248347,0.063031077,1.184969421,26.0,26.0,13741,17.0776,11337,421,26.9287,98,1.4244,0.0234,0.3761,0.1212,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s14,14,103.469554,59.77809509,0.907113957,5.725426074,111.535,48.391,0.923615,5.5689,326.0,326.0,54.10467011,33.6665453,0.064389902,1.103191292,28.0,28.0,13752,17.0623,11187,411,27.219,107,1.4233,0.0224,0.3706,0.1227,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s15,15,101.500796,58.08935435,0.904259489,5.646891291,111.37,48.53,0.92523,5.5011,333.0,333.0,55.75103484,27.77068119,0.074447269,1.073856947,30.0,30.0,14421,16.178,11661,445,26.2045,107,1.4342,0.0289,0.3786,0.09975,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s16,16,99.02010451,58.02332558,0.909209244,5.581547674,109.06,49.0805,0.927925,5.505,344.0,344.0,58.17506835,28.51050648,0.068687006,0.968450557,32.0,32.0,14169,16.5013,11621,451,25.7672,91,1.4305,0.0289,0.3744,0.1217,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s17,17,105.2607674,58.51604491,0.906399701,5.621141018,114.185,51.198,0.930445,5.4759,334.0,334.0,55.09511158,27.91079096,0.079499341,1.089378242,34.0,34.0,14455,16.1352,11762,433,27.164,92,1.4403,0.0284,0.3652,0.1293,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s18,18,101.648719,60.74810559,0.905234689,5.456228882,113.25,50.4065,0.923635,5.33265,322.0,322.0,57.28465515,30.49228958,0.070496426,1.017887493,36.0,36.0,13995,16.7313,11585,432,26.8171,97,1.4281,0.0316,0.3519,0.1211,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s19,19,106.6257852,60.79368085,0.90475921,5.442928267,118.89,51.881,0.92365,5.3771,329.0,329.0,56.13211036,30.28400516,0.067888386,1.047011019,38.0,38.0,13862,16.911,11444,446,25.6592,79,1.4322,0.0254,0.3057,0.1199,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s2,2,106.1332697,56.74574194,0.909273968,5.617123226,111.71,50.2105,0.92858,5.48925,310.0,310.0,55.30472091,24.26253471,0.06325501,0.98705331,4.0,4.0,12749,18.562,10482,390,26.8769,66,1.4035,0.0237,0.147,0.1202,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s20,20,96.62420908,59.21399083,0.908332936,5.502796024,110.14,51.572,0.92265,5.3695,327.0,327.0,57.43956568,30.51556454,0.062013325,1.086596508,40.0,40.0,13828,16.9575,11261,377,29.87,94,1.427,0.0249,0.2712,0.1097,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s21,21,98.24239946,59.94107251,0.907813988,5.489422961,110.92,50.009,0.92479,5.257,331.0,331.0,57.76384079,29.2757,0.066214746,1.109674036,42.0,42.0,13952,16.7891,11417,403,28.33,107,1.4275,0.0275,0.242,0.09533,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s22,22,93.99510837,59.81661859,0.912322949,5.49803109,94.0745,47.1565,0.930365,5.35845,312.0,312.0,59.05321716,35.37693981,0.06492477,1.039137354,44.0,44.0,13489,17.434,11116,373,29.8016,96,1.4169,0.0238,0.2208,0.05943,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s23,23,94.36992228,61.72250993,0.910746391,5.420345695,101.84,51.01,0.930695,5.2816,302.0,302.0,60.05668963,32.20590678,0.064894429,1.057110104,46.0,46.0,12958,18.2304,10634,355,29.9549,83,1.4076,0.0249,0.1901,0.08737,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s24,24,102.2630058,61.5501465,0.90920828,5.437724522,114.03,54.8025,0.93057,5.30225,314.0,314.0,57.04375009,29.88047952,0.076299052,0.995958433,48.0,48.0,13082,18.0386,10714,403,26.5856,86,1.4076,0.0272,0.181,0.09644,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s25,25,93.53093224,60.21019737,0.906495757,5.30538125,102.53,49.9045,0.91892,5.18155,304.0,304.0,57.84865941,31.81234616,0.060957091,0.977351737,50.0,50.0,13329,17.6673,10934,352,31.0625,98,1.412,0.0248,0.1834,0.08303,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s26,26,92.71114472,62.78118447,0.912479806,5.406257282,95.906,51.471,0.92841,5.336,309.0,309.0,57.54259709,37.80556386,0.064708839,0.955050015,52.0,52.0,13523,17.3851,11073,410,27.0073,103,1.4223,0.0267,0.1798,0.07743,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s27,27,96.9327879,65.01268852,0.913315607,5.591339672,106.39,51.402,0.93044,5.4763,305.0,305.0,57.31657109,38.57596667,0.069009461,1.076679732,54.0,54.0,14010,16.7113,11596,379,30.5963,102,1.4286,0.0282,0.2311,0.1052,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s28,28,98.49596974,62.99341503,0.913545523,5.453377778,104.74,49.988,0.930245,5.41495,306.0,306.0,55.21668437,38.1436895,0.063490178,0.996683141,56.0,56.0,14450,16.1415,11890,427,27.8454,98,1.442,0.0257,0.3295,0.1069,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s3,3,101.8170895,55.72163487,0.916274375,5.584396382,114.265,46.924,0.927155,5.4464,304.0,304.0,55.77127654,27.4670683,0.054856075,1.074031811,6.0,6.0,12845,18.4083,10417,398,26.1734,79,1.4092,0.0253,0.1724,0.1272,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s4,4,104.0456406,56.16145092,0.904098865,5.563757362,111.8,48.9795,0.92098,5.3977,326.0,326.0,52.74095307,25.67925934,0.066316647,1.025901909,8.0,8.0,12284,19.3404,10042,363,27.6639,88,1.3937,0.0224,0.2019,0.1082,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s5,5,102.2371345,57.13176221,0.90717557,5.705348208,110.07,50.414,0.92648,5.5772,307.0,307.0,53.77819996,26.59589311,0.067025225,1.071423046,10.0,10.0,11711,20.3845,9672,339,28.531,76,1.3813,0.0259,0.2151,0.08637,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s6,6,106.857143,56.1413689,0.904381829,5.659704878,112.99,50.7945,0.91534,5.5237,328.0,328.0,52.5893856,24.41296937,0.063832111,1.025776326,12.0,12.0,12148,19.5793,9911,375,26.4293,79,1.3883,0.0284,0.2291,0.09174,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s7,7,99.13183623,58.46980519,0.904561656,5.602512013,106.21,50.371,0.92273,5.46095,308.0,308.0,53.27875124,33.32365199,0.06410569,1.084793478,14.0,14.0,12762,18.5411,10431,376,27.742,85,1.4029,0.0253,0.2672,0.08729,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s8,8,93.32487539,56.38311838,0.911343956,5.648912773,100.01,48.807,0.92657,5.5288,321.0,321.0,57.47843746,24.99573113,0.065329707,1.046304263,16.0,16.0,12840,18.4163,10526,408,25.799,77,1.4091,0.0271,0.2873,0.09925,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t11_s9,9,98.11962346,58.3862956,0.902405503,5.734656289,107.655,49.872,0.919705,5.54335,318.0,318.0,56.31751034,29.79000229,0.074353488,1.166863329,18.0,18.0,13315,17.6879,10820,408,26.5196,92,1.4209,0.0275,0.3026,0.08308,262144,11,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s1,1,99.042211,56.6278123,0.902505016,5.567043042,107.1,49.544,0.92591,5.4459,309.0,309.0,54.46323176,25.77309265,0.082145489,0.994019587,2.0,2.0,12086,19.69,9782,364,26.8736,69,1.3876,0.0247,0.1345,0.08029,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s10,10,97.53032203,57.55740656,0.905089705,5.680556393,106.76,52.013,0.92168,5.5571,305.0,305.0,53.40357465,25.97400209,0.075131253,1.140175404,20.0,20.0,13551,17.3451,11100,401,27.6808,95,1.4223,0.0231,0.3141,0.0836,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s11,11,97.16863604,61.02241176,0.913807492,5.729134985,104.7,53.298,0.926,5.5633,323.0,323.0,55.86934796,29.71386158,0.065682448,1.185504111,22.0,22.0,13562,17.3294,11168,453,24.6534,81,1.4222,0.025,0.3441,0.09175,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s12,12,97.17954635,59.58195873,0.902785492,5.870993651,103.13,51.358,0.92528,5.6856,315.0,315.0,54.84673087,26.91430494,0.075711219,1.21806705,24.0,24.0,13687,17.1528,11296,451,25.0466,89,1.4212,0.026,0.376,0.08494,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s13,13,101.7324155,59.0750597,0.903213642,5.737552537,110.56,52.592,0.91756,5.5876,335.0,335.0,54.51666613,26.2134715,0.066129237,1.165480054,26.0,26.0,13869,16.9015,11381,426,26.716,112,1.429,0.0208,0.3772,0.1158,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s14,14,106.8399263,57.38686176,0.911267059,5.788470882,114.37,47.4705,0.926585,5.62145,340.0,340.0,50.89782799,28.79297169,0.060980864,1.250247895,28.0,28.0,13868,16.9029,11342,465,24.3914,97,1.426,0.0252,0.3729,0.1224,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s15,15,105.7436718,63.00698089,0.90507672,5.622089172,115.69,52.5105,0.924675,5.5568,314.0,314.0,55.05732586,32.35944872,0.071021726,1.048045537,30.0,30.0,14481,16.1027,11865,430,27.593,106,1.4382,0.0244,0.3798,0.0992,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s16,16,106.466938,60.59277469,0.899068735,5.614183025,121.465,51.4985,0.92033,5.4464,324.0,324.0,55.48994531,30.51539839,0.072672183,1.066224246,32.0,32.0,14379,16.2311,11878,484,24.5413,93,1.4383,0.0287,0.3811,0.1118,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s17,17,102.4351404,57.03049854,0.906234431,5.686011662,113.96,47.98,0.92373,5.5479,343.0,343.0,55.02359387,26.74320758,0.067464206,1.02783305,34.0,34.0,14556,16.0094,11916,449,26.539,100,1.4415,0.0287,0.3741,0.1237,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s18,18,102.002857,60.55446341,0.9003975,5.550728049,114.275,48.1625,0.919725,5.37605,328.0,328.0,56.38580016,34.74329096,0.077610749,1.040949357,36.0,36.0,13906,16.8512,11411,427,26.7237,115,1.4292,0.0232,0.367,0.1052,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s19,19,105.6781375,59.36538509,0.902106553,5.40769472,115.82,50.029,0.92189,5.27855,322.0,322.0,54.24743001,31.69983719,0.073626991,1.010655636,38.0,38.0,13967,16.7689,11498,441,26.0726,100,1.4337,0.0301,0.3275,0.1338,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s2,2,101.1205009,54.02706962,0.909188576,5.580885443,110.315,47.671,0.928795,5.4308,316.0,316.0,55.62414663,23.46194609,0.073977123,1.080262848,4.0,4.0,12308,19.2987,10040,369,27.2087,77,1.3937,0.027,0.1433,0.1033,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s20,20,99.67378899,58.02188379,0.920868073,5.409488685,107.28,48.294,0.93297,5.2294,327.0,327.0,57.13638746,27.88102643,0.050206057,1.040216791,40.0,40.0,14023,16.6939,11531,423,27.26,90,1.4286,0.0274,0.2857,0.09198,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s21,21,98.71772135,59.69424765,0.913288495,5.542897492,109.03,50.095,0.92713,5.3615,319.0,319.0,57.40094203,29.48114571,0.059599015,1.093239508,42.0,42.0,14247,16.4,11679,397,29.4181,102,1.4339,0.0294,0.2547,0.09813,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s22,22,91.3968629,57.79104532,0.908258097,5.463048338,101.11,48.493,0.92643,5.3464,331.0,331.0,58.29326499,28.37787985,0.065572436,1.026860756,44.0,44.0,13565,17.3251,11235,414,27.1377,98,1.4194,0.0249,0.2328,0.06575,262144,12,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t12_s23,23,92.69546347,57.04376875,0.910801438,5.472054063,101.98,47.1435,0.92641,5.33955,320.0,320.0,59.00094205,27.72640867,0.060461227,1.021298489,46.0,46.0,12900,18.3213,10682,330,32.3697,86,1.4059,0.0249,0.2005,0.08206,262144,12,0
