image_name,slice,mean_HistANG,mean_HistLEN,mean_HistSTR,mean_HistWID,median_HistANG,median_HistLEN,median_HistSTR,median_HistWID,fibercount,fibercount,std_HistANG,std_HistLEN,std_HistSTR,std_HistWID,z_depth,z_depth,Area (microns^2),Lacunarity,Total Length (microns),Endpoints,HGU (microns),Branchpoints,Box-Counting Fractal Dimension,Curvature_40.0,% High Density Matrix,Alignment,TotalImageArea,timepoint,position
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s22,22,97.83631727,59.22075075,0.9051297,5.60691982,107.47,52.579,0.92437,5.3706,333.0,333.0,58.1565315,26.89372651,0.067497239,1.101140027,44.0,44.0,13754,17.0595,11358,395,28.7544,109,1.4258,0.0301,0.2607,0.08973,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s23,23,94.93391452,60.17576898,0.916915248,5.523370957,99.462,50.692,0.93141,5.3706,303.0,303.0,57.78494063,32.16474355,0.05958711,1.075151558,46.0,46.0,13447,17.4947,11095,383,28.9687,85,1.4194,0.0259,0.2191,0.05852,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s24,24,98.10182411,61.48546823,0.905941605,5.450585284,107.1,51.848,0.9239,5.3849,299.0,299.0,57.90182049,31.08467066,0.069983499,1.010997939,48.0,48.0,13046,18.0939,10711,365,29.3452,69,1.408,0.0274,0.1906,0.08549,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s25,25,97.01482883,59.71323724,0.913684745,5.400138138,110.32,48.507,0.93336,5.1981,333.0,333.0,58.67473585,31.32900987,0.066193087,1.04579355,50.0,50.0,13629,17.2343,11240,385,29.1948,100,1.4216,0.026,0.1849,0.094,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s26,26,91.01478051,58.04093353,0.909850544,5.515579456,95.44,48.11,0.92829,5.3291,331.0,331.0,57.32908781,32.20219535,0.071025947,1.149796778,52.0,52.0,13123,17.976,10780,344,31.3372,88,1.4098,0.0255,0.1816,0.09269,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s27,27,100.437053,61.61028296,0.917354341,5.5066209,108.43,49.537,0.93718,5.3564,311.0,311.0,56.56373976,33.36597189,0.061558849,1.012983836,54.0,54.0,13199,17.861,10911,369,29.5691,99,1.4106,0.0257,0.1979,0.1048,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s28,28,96.22022898,62.29466894,0.910603959,5.470710922,106.99,50.725,0.933,5.3685,293.0,293.0,58.58258409,35.0309146,0.068515573,1.009303288,56.0,56.0,14489,16.0927,11982,404,29.6584,94,1.438,0.0304,0.2779,0.09453,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s3,3,100.0925693,55.93719608,0.898620425,5.572917647,109.695,46.6365,0.92127,5.47315,306.0,306.0,55.55947499,28.58431907,0.074207487,1.028120016,6.0,6.0,12192,19.5014,9976,401,24.8778,61,1.3918,0.0301,0.1502,0.0991,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s4,4,103.4530611,57.86146128,0.91244862,5.503509091,114.86,49.396,0.9278,5.3493,297.0,297.0,54.88650405,27.40221732,0.058705927,1.040995711,8.0,8.0,12761,18.5427,10271,396,25.9369,64,1.405,0.0287,0.1779,0.1409,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s5,5,106.0653019,53.24067593,0.911627222,5.479198765,116.045,46.0935,0.926725,5.37145,324.0,324.0,52.95990629,24.09338733,0.061487797,1.111765503,10.0,10.0,11971,19.8983,9680,400,24.2,74,1.3921,0.0237,0.2015,0.1088,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s6,6,100.59431,56.65966113,0.905593887,5.578043522,109.09,48.887,0.92726,5.3917,301.0,301.0,55.8616703,27.27527816,0.067637529,1.133939315,12.0,12.0,12095,19.6738,9899,374,26.4679,69,1.3887,0.0255,0.2173,0.09053,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s7,7,103.0592563,58.17788013,0.903585741,5.643644479,111.95,49.441,0.92253,5.4588,317.0,317.0,54.24484636,29.78834133,0.070140719,1.11929729,14.0,14.0,12213,19.4644,9991,384,26.0182,69,1.3939,0.0277,0.238,0.1031,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s8,8,98.30474724,56.78005045,0.905032018,5.560860534,107.1,49.828,0.92152,5.4131,337.0,337.0,55.68273813,25.09031363,0.064863264,0.97998099,16.0,16.0,13275,17.7473,10818,382,28.3194,82,1.4168,0.0266,0.2746,0.09361,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t15_s9,9,102.3603775,57.20015015,0.911071952,5.648458559,109.03,49.756,0.92877,5.5129,333.0,333.0,53.19538346,25.66607723,0.061146088,1.020450566,18.0,18.0,13112,17.9928,10754,435,24.7218,73,1.4165,0.0293,0.2974,0.08767,262144,15,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s1,1,92.77592567,58.07901706,0.912740853,5.616796928,100.34,49.268,0.92619,5.3507,293.0,293.0,56.00474619,27.282997,0.061233964,1.226145436,2.0,2.0,12079,19.7025,9757,367,26.5858,76,1.3872,0.0201,0.1115,0.09938,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s10,10,101.3443929,56.30380757,0.904069968,5.703481388,113.39,49.347,0.92357,5.5759,317.0,317.0,56.77023339,24.01864675,0.072177691,1.143442739,20.0,20.0,12588,18.825,10316,415,24.8578,69,1.4027,0.0266,0.3017,0.09702,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s11,11,98.76123956,59.22251899,0.904186772,5.788201582,108.43,50.885,0.92319,5.6093,316.0,316.0,55.12156525,27.46136176,0.065930326,1.219295049,22.0,22.0,13217,17.8339,10717,432,24.8079,89,1.4179,0.0278,0.3225,0.08004,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s12,12,99.43582792,60.07269156,0.902323994,5.75444026,106.27,50.7885,0.92015,5.6171,308.0,308.0,54.63141721,29.37080253,0.078747991,1.137770559,24.0,24.0,13559,17.3336,11122,436,25.5092,88,1.4258,0.0285,0.3551,0.09424,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s13,13,98.00636234,58.89531646,0.906423987,5.748516772,104.26,51.57,0.929075,5.6116,316.0,316.0,56.57059788,26.88630447,0.073531503,1.099027646,26.0,26.0,13715,17.1137,11367,453,25.0927,82,1.4293,0.0248,0.3783,0.09732,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s14,14,104.4572108,57.89353437,0.911230219,5.80453625,112.325,48.7025,0.92561,5.6296,320.0,320.0,53.4676931,29.29258572,0.060993075,1.164831089,28.0,28.0,14002,16.722,11502,427,26.9368,97,1.4326,0.0256,0.3851,0.105,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s15,15,99.57497571,60.29408202,0.903277508,5.768059937,106.7,49.746,0.91784,5.5807,317.0,317.0,55.43105679,30.73488332,0.062608172,1.195603459,30.0,30.0,14327,16.2973,11658,435,26.8,105,1.4353,0.0254,0.383,0.1043,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s16,16,104.3385195,60.43431548,0.902514643,5.673539583,117.98,51.363,0.921165,5.5643,336.0,336.0,55.63820302,30.98004258,0.073498217,1.010807365,32.0,32.0,14612,15.9404,11972,443,27.0248,101,1.4444,0.0231,0.3907,0.1072,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s17,17,103.5140709,59.27457895,0.907471084,5.591336223,113.7,48.36,0.92958,5.5413,323.0,323.0,57.33671556,31.46295617,0.071482093,1.030540381,34.0,34.0,14430,16.1667,11826,450,26.28,89,1.4383,0.0214,0.3893,0.09931,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s18,18,102.8434479,60.75983596,0.907705237,5.548064038,113.43,49.96,0.92452,5.4458,317.0,317.0,56.3802513,29.6952351,0.06458657,0.986885324,36.0,36.0,13993,16.734,11479,451,25.4523,91,1.4318,0.0269,0.3845,0.0958,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s19,19,107.4227516,59.58737059,0.905239147,5.526938529,122.275,49.672,0.923405,5.3797,340.0,340.0,54.16722327,30.88064955,0.073329536,1.093791493,38.0,38.0,14557,16.0082,12011,472,25.447,113,1.4407,0.0257,0.3663,0.1223,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s2,2,90.52749221,55.40822741,0.911210903,5.570046106,95.389,46.113,0.926,5.4454,321.0,321.0,56.19861914,27.06005734,0.061870797,1.010998322,4.0,4.0,11683,20.4382,9485,354,26.7938,76,1.3775,0.0265,0.1212,0.05546,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s20,20,104.4298564,60.77685304,0.899243994,5.502438978,119.74,50.631,0.91874,5.3667,313.0,313.0,58.20178386,32.08135226,0.075471965,1.082157869,40.0,40.0,14091,16.6037,11635,453,25.6843,89,1.4319,0.0238,0.3251,0.1156,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s21,21,97.97238669,57.18142012,0.914844172,5.582812722,106.645,49.7365,0.93039,5.4018,338.0,338.0,58.13736668,27.36049276,0.052661894,1.075010808,42.0,42.0,13754,17.0595,11256,381,29.5433,105,1.4229,0.0253,0.2881,0.1151,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s22,22,97.44276199,59.6464159,0.902993853,5.456107645,106.31,50.441,0.92222,5.2823,327.0,327.0,58.44713207,30.64108325,0.069567845,1.005844877,44.0,44.0,13724,17.1012,11243,404,27.8292,98,1.4234,0.0281,0.2616,0.1013,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s23,23,86.91102575,61.61237458,0.910588462,5.43591204,88.493,53.748,0.93081,5.3269,299.0,299.0,57.79015464,31.5487405,0.066059895,1.021420142,46.0,46.0,13440,17.5048,11078,362,30.6022,87,1.4177,0.029,0.221,0.06133,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s24,24,97.16871626,60.77510323,0.909840903,5.519736774,107.815,50.0495,0.92582,5.41205,310.0,310.0,57.95662384,31.63682345,0.065402848,1.028969923,48.0,48.0,13165,17.9123,10781,373,28.9035,82,1.4098,0.0236,0.1855,0.09783,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s25,25,99.01898806,60.61398209,0.910106119,5.426542985,106.7,49.232,0.92567,5.3346,335.0,335.0,57.74260686,32.79664922,0.063694601,0.938968134,50.0,50.0,13338,17.654,11005,385,28.5844,95,1.4138,0.0276,0.179,0.09059,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s26,26,91.42750508,61.47699016,0.90584459,5.437166557,95.572,49.493,0.92671,5.337,305.0,305.0,58.94991195,35.41357426,0.076009197,1.066675448,52.0,52.0,13192,17.8715,10875,352,30.8949,105,1.4108,0.0255,0.1776,0.08249,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s27,27,98.08108099,64.13596026,0.911041026,5.46076755,106.575,54.2805,0.92796,5.3436,302.0,302.0,57.27432684,34.6536911,0.062204044,1.056826223,54.0,54.0,13531,17.3737,11168,389,28.7095,99,1.4178,0.0249,0.1897,0.09754,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s28,28,99.64036768,61.81655556,0.91437346,5.479410476,110.56,51.977,0.93251,5.2922,315.0,315.0,58.63631871,31.77198071,0.0679347,1.049868511,56.0,56.0,14280,16.3575,11752,420,27.981,87,1.435,0.0267,0.2623,0.1121,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s3,3,96.58215705,54.50089342,0.906007429,5.531419122,106.19,45.592,0.92853,5.3891,319.0,319.0,54.7003714,24.57931152,0.073879822,1.07847823,6.0,6.0,12372,19.1886,10139,414,24.4903,64,1.3982,0.0247,0.1441,0.08584,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s4,4,100.0261953,55.96721944,0.905691599,5.428296865,113.09,47.607,0.92492,5.3641,319.0,319.0,55.90062674,26.55645584,0.072209198,0.986368003,8.0,8.0,13028,18.1217,10509,394,26.6726,82,1.4134,0.0315,0.1708,0.1291,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s5,5,101.7575313,58.25973585,0.907547799,5.453125157,109.435,47.6325,0.921365,5.3542,318.0,318.0,53.81997388,29.45784734,0.064294245,1.042448995,10.0,10.0,12347,19.2315,10002,395,25.3215,81,1.3963,0.0311,0.1963,0.09504,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s6,6,98.70476549,59.29394006,0.905530315,5.626746372,105.95,48.48,0.92902,5.5225,317.0,317.0,53.40315162,29.79151391,0.081112361,1.046284353,12.0,12.0,11988,19.8673,9799,371,26.4124,73,1.3872,0.0271,0.2081,0.09693,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s7,7,102.4947485,56.77670336,0.905074465,5.628733945,109.77,47.5,0.92803,5.5162,327.0,327.0,53.70942129,27.89551501,0.075537478,1.075254978,14.0,14.0,11828,20.1631,9605,338,28.4172,67,1.387,0.0247,0.2257,0.09185,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s8,8,95.91106716,56.99048265,0.911257003,5.567330284,105.64,47.238,0.92911,5.4849,317.0,317.0,55.7467492,27.21564735,0.063755412,1.024837933,16.0,16.0,13210,17.8444,10714,393,27.2621,83,1.4141,0.0248,0.2618,0.09066,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t16_s9,9,97.228941,56.44321581,0.902395076,5.658786626,101.55,48.959,0.9227,5.5162,329.0,329.0,54.10107401,25.46667711,0.076805698,1.039761139,18.0,18.0,13259,17.7711,10965,423,25.922,89,1.4182,0.0261,0.2889,0.08452,262144,16,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s1,1,95.90577257,57.65893056,0.903079549,5.715939236,103.12,48.248,0.921615,5.5762,288.0,288.0,57.37750627,29.45196006,0.070056558,1.109844456,2.0,2.0,12018,19.8127,9684,362,26.7514,74,1.3856,0.0263,0.1078,0.08329,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s10,10,100.8957059,56.29755294,0.910710206,5.726528235,113.95,47.1735,0.926525,5.55895,340.0,340.0,54.85617532,28.95843271,0.061830428,1.10327458,20.0,20.0,12821,18.4465,10526,409,25.7359,81,1.4112,0.0218,0.2945,0.1032,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s11,11,92.46677723,60.6630396,0.900152508,5.804760066,99.058,50.387,0.91833,5.6657,303.0,303.0,55.00022466,30.3295582,0.074820287,1.080039164,22.0,22.0,13227,17.8189,10864,425,25.5624,88,1.4191,0.0239,0.3157,0.09268,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s12,12,98.77318754,58.28191909,0.90511301,5.688471845,108.82,49.139,0.92207,5.566,309.0,309.0,56.1330531,28.12562429,0.066262612,1.127734258,24.0,24.0,13405,17.5558,10928,426,25.6526,90,1.4207,0.0227,0.3495,0.09616,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s13,13,100.327092,59.0093038,0.901433639,5.638578797,104.595,50.4635,0.91895,5.4768,316.0,316.0,57.19097697,27.84365966,0.07259077,1.055043144,26.0,26.0,13780,17.0236,11299,426,26.5235,84,1.4254,0.0286,0.3795,0.08648,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s14,14,97.35759659,57.52467802,0.903556625,5.869779876,105.78,48.622,0.92468,5.6585,323.0,323.0,55.24591533,26.87021637,0.07178145,1.221655769,28.0,28.0,13771,17.036,11444,432,26.4907,79,1.4281,0.0239,0.3863,0.1072,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s15,15,104.5618261,60.63914706,0.910945915,5.80205817,109.65,50.928,0.929625,5.63665,306.0,306.0,53.01841618,29.76918928,0.062977964,1.171179371,30.0,30.0,14146,16.5314,11557,448,25.7969,99,1.4307,0.023,0.3853,0.1276,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s16,16,105.1613853,57.1275376,0.907863008,5.719109471,115.3,49.018,0.92604,5.6087,359.0,359.0,56.03092546,28.05627237,0.068301216,1.032965771,32.0,32.0,14648,15.8963,11839,433,27.3418,106,1.4449,0.0232,0.3912,0.09875,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s17,17,103.4253544,58.91901201,0.899332312,5.625030931,115.2,49.918,0.92582,5.4994,333.0,333.0,56.0042292,28.05660848,0.08869509,1.019845498,34.0,34.0,14263,16.3794,11814,447,26.4295,99,1.4332,0.0235,0.3903,0.1057,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s18,18,105.9111105,59.87817901,0.901049475,5.618338889,118.485,48.949,0.921955,5.44615,324.0,324.0,53.83626816,30.68278034,0.077700083,1.060572909,36.0,36.0,14280,16.3575,11712,462,25.3506,84,1.4369,0.0237,0.3872,0.09935,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s19,19,106.4065007,60.28571605,0.910085,5.605225926,123.165,49.79,0.92353,5.50305,324.0,324.0,58.27315117,30.8022855,0.064359143,1.039167796,38.0,38.0,14000,16.7246,11438,480,23.8292,91,1.4285,0.026,0.3689,0.1211,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s2,2,94.7269646,58.49371821,0.903227423,5.649216151,104.93,51.431,0.91484,5.4986,291.0,291.0,55.18975469,26.89294183,0.059613515,1.024301342,4.0,4.0,11842,20.1369,9684,364,26.6044,74,1.3814,0.021,0.1147,0.07652,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s20,20,99.35378946,58.70709036,0.903515301,5.514449699,107.835,49.577,0.927725,5.3896,332.0,332.0,57.6486312,29.04689651,0.077524691,1.062602108,40.0,40.0,14279,16.3588,11793,431,27.3619,95,1.4365,0.0268,0.3261,0.12,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s21,21,101.0611828,61.1942,0.912866032,5.560490476,110.32,52.811,0.9306,5.4116,315.0,315.0,57.01459817,31.2441605,0.064302273,1.094168924,42.0,42.0,13619,17.2485,11156,417,26.753,85,1.4203,0.0271,0.2907,0.09528,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s22,22,101.3312984,60.79833974,0.904912212,5.600851282,111.305,53.511,0.91997,5.3635,312.0,312.0,57.32221403,29.67700012,0.072684006,1.074193329,44.0,44.0,13780,17.0236,11275,417,27.0384,98,1.4243,0.0298,0.2608,0.1079,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s23,23,90.03762406,58.91054688,0.907879812,5.418635937,93.6335,49.0705,0.923885,5.34425,320.0,320.0,57.68779828,32.19014042,0.065224232,1.079975398,46.0,46.0,13588,17.2924,11213,372,30.1425,92,1.424,0.0302,0.2249,0.0484,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s24,24,96.61868503,61.80359184,0.912433537,5.482379932,107.94,52.5465,0.92692,5.34725,294.0,294.0,58.06887736,33.36473683,0.057500419,1.007119332,48.0,48.0,12921,18.2883,10694,374,28.5936,86,1.4064,0.0249,0.1903,0.09338,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s25,25,96.71341867,59.67838924,0.915996203,5.40825981,108.035,50.479,0.933325,5.29115,316.0,316.0,59.38937451,27.42399969,0.059753283,0.957105264,50.0,50.0,13442,17.5019,11044,415,26.612,100,1.4191,0.0233,0.1775,0.08798,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s26,26,94.0991329,60.94579868,0.914604851,5.410541254,100.15,49.854,0.93109,5.2405,303.0,303.0,60.00313596,35.23931442,0.065515422,1.054572457,52.0,52.0,13255,17.7771,10841,365,29.7014,99,1.4169,0.0229,0.178,0.07671,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s27,27,97.53489246,59.54954192,0.909271108,5.409366168,105.865,50.503,0.92845,5.38645,334.0,334.0,56.20399689,31.08597897,0.07210304,0.949342617,54.0,54.0,13262,17.7666,10981,420,26.1452,93,1.4136,0.0271,0.1833,0.09857,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s28,28,100.1595898,62.00290712,0.92018452,5.450818885,111.34,49.562,0.93336,5.3367,323.0,323.0,55.72934536,37.88710207,0.050951352,1.057938039,56.0,56.0,14370,16.2425,11801,384,30.7318,98,1.4347,0.0266,0.2486,0.1272,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s3,3,100.130851,57.1939106,0.907813709,5.589488079,108.43,48.432,0.927645,5.43815,302.0,302.0,54.84652417,27.69135633,0.069748286,1.106134955,6.0,6.0,12521,18.9364,10182,381,26.7244,84,1.3956,0.0279,0.1377,0.08424,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s4,4,104.062183,55.12796678,0.912496013,5.567184385,115.43,48.428,0.92317,5.4394,301.0,301.0,53.19630732,23.54804014,0.057364665,1.028125943,8.0,8.0,12803,18.4753,10345,407,25.4177,78,1.406,0.028,0.1631,0.1126,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s5,5,102.7823158,54.07501515,0.916242939,5.472929394,110.665,46.487,0.92782,5.35375,330.0,330.0,52.81400287,24.74206022,0.05275574,1.024562618,10.0,10.0,12734,18.5862,10309,395,26.0987,87,1.4059,0.0256,0.1889,0.123,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s6,6,103.2390665,56.78444156,0.904386981,5.647662662,115.375,47.531,0.92268,5.57045,308.0,308.0,54.12640569,28.76816755,0.06968322,1.046109917,12.0,12.0,12192,19.5014,9941,391,25.4246,69,1.3931,0.0271,0.2037,0.1194,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s7,7,98.20801049,56.65792484,0.907821307,5.597948693,107.17,48.2465,0.926915,5.5068,306.0,306.0,54.66296817,26.66223038,0.065295415,0.999473327,14.0,14.0,12163,19.5527,10022,360,27.8389,81,1.3983,0.026,0.2228,0.09025,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s8,8,102.8451141,55.08681115,0.913274087,5.673240557,112.38,47.603,0.9265,5.5426,323.0,323.0,54.18891251,24.67816408,0.058443021,1.025161891,16.0,16.0,12706,18.6316,10372,373,27.807,77,1.4041,0.0252,0.2563,0.09488,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t17_s9,9,102.9507066,59.30360127,0.907895633,5.671105063,110.985,50.313,0.92371,5.51195,316.0,316.0,54.21413284,30.43727741,0.060234856,1.077865312,18.0,18.0,13578,17.3066,11113,406,27.3719,88,1.424,0.0291,0.283,0.09749,262144,17,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t18_s1,1,94.99482804,54.97334743,0.91248861,5.623123867,102.38,48.053,0.92942,5.5388,331.0,331.0,56.46800347,25.96795123,0.071880903,0.953540009,2.0,2.0,12142,19.5899,9770,367,26.6213,66,1.3898,0.0269,0.11,0.0857,262144,18,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t18_s10,10,99.89969371,56.58599701,0.911460299,5.625379641,108.18,46.6345,0.92907,5.4977,334.0,334.0,54.91178526,27.17231206,0.064316708,1.076190122,20.0,20.0,12804,18.4737,10530,406,25.936,79,1.4066,0.0286,0.2997,0.08147,262144,18,0
maskappliedISO8bit_flucol594_kpcclusters_800nm_poc0_60745_20x_g55_1_MMStack_Pos0_t18_s11,11,100.727943,59.5549172,0.912593726,5.735661146,110.79,49.2435,0.92414,5.55965,314.0,314.0,54.87723873,31.245744,0.055151578,1.193842705,22.0,22.0,13537,17.3651,11003,393,27.9975,99,1.4252,0.0232,0.3154,0.08495,262144,18,0
